agent_type	art_set_id	culture	subculture	faction	is_custom	is_male	agent_subtype	campaign_map_scale	main_unit
general	troy_archer_aeolian_hero_3_chariot_2		troy_main_sbc_danaan_aeolians		false	true	default	1.35	troy_hero_archer_skirmisher_chariot_ammo
general	troy_archer_aeolian_hero_3_chariot_3		troy_main_sbc_danaan_aeolians		false	true	default	1.35	troy_hero_archer_skirmisher_chariot_range
general	troy_archer_aeolian_hero_4		troy_main_sbc_danaan_aeolians		false	true	troy_archer_trickster	1.35	troy_hero_archer_trickster
general	troy_archer_aeolian_hero_4_chariot_1		troy_main_sbc_danaan_aeolians		false	true	default	1.35	troy_hero_archer_trickster_chariot
general	troy_archer_aeolian_hero_4_chariot_2		troy_main_sbc_danaan_aeolians		false	true	default	1.35	troy_hero_archer_trickster_chariot_ammo
general	troy_archer_aeolian_hero_4_chariot_3		troy_main_sbc_danaan_aeolians		false	true	default	1.35	troy_hero_archer_trickster_chariot_range
general	troy_archer_aeolian_hero_chariot_1		troy_main_sbc_danaan_aeolians		false	true	default	1.35	troy_hero_archer_trickster_chariot
general	troy_archer_aeolian_hero_chariot_2		troy_main_sbc_danaan_aeolians		false	true	default	1.35	troy_hero_archer_trickster_chariot_ammo
general	troy_archer_aeolian_hero_chariot_3		troy_main_sbc_danaan_aeolians		false	true	default	1.35	troy_hero_archer_trickster_chariot_range
general	troy_archer_chariot_1		troy_main_sbc_danaan_achaeans		false	true	default	1.35	troy_hero_archer_trickster_chariot
general	troy_archer_chariot_2		troy_main_sbc_danaan_achaeans		false	true	default	1.35	troy_hero_archer_trickster_chariot_ammo
general	troy_archer_chariot_3		troy_main_sbc_danaan_achaeans		false	true	default	1.35	troy_hero_archer_trickster_chariot_range
general	troy_archer_dorian_hero		troy_main_sbc_danaan_dorians		false	true	troy_archer_trickster	1.35	troy_hero_archer_trickster
general	troy_archer_dorian_hero_2		troy_main_sbc_danaan_dorians		false	true	troy_archer_skirmisher	1.35	troy_hero_archer_skirmisher
general	troy_archer_dorian_hero_2_chariot_1		troy_main_sbc_danaan_dorians		false	true	default	1.35	troy_hero_archer_skirmisher_chariot
general	troy_archer_dorian_hero_2_chariot_2		troy_main_sbc_danaan_dorians		false	true	default	1.35	troy_hero_archer_skirmisher_chariot_ammo
general	troy_archer_dorian_hero_2_chariot_3		troy_main_sbc_danaan_dorians		false	true	default	1.35	troy_hero_archer_skirmisher_chariot_range
general	troy_archer_dorian_hero_3		troy_main_sbc_danaan_dorians		false	true	troy_archer_skirmisher	1.35	troy_hero_archer_skirmisher
general	troy_archer_dorian_hero_3_chariot_1		troy_main_sbc_danaan_dorians		false	true	default	1.35	troy_hero_archer_skirmisher_chariot
general	troy_archer_dorian_hero_3_chariot_2		troy_main_sbc_danaan_dorians		false	true	default	1.35	troy_hero_archer_skirmisher_chariot_ammo
general	troy_archer_dorian_hero_3_chariot_3		troy_main_sbc_danaan_dorians		false	true	default	1.35	troy_hero_archer_skirmisher_chariot_range
general	troy_archer_dorian_hero_4		troy_main_sbc_danaan_dorians		false	true	troy_archer_trickster	1.35	troy_hero_archer_trickster
general	troy_archer_dorian_hero_4_chariot_1		troy_main_sbc_danaan_dorians		false	true	default	1.35	troy_hero_archer_trickster_chariot
general	troy_archer_dorian_hero_4_chariot_2		troy_main_sbc_danaan_dorians		false	true	default	1.35	troy_hero_archer_trickster_chariot_ammo
general	troy_archer_dorian_hero_4_chariot_3		troy_main_sbc_danaan_dorians		false	true	default	1.35	troy_hero_archer_trickster_chariot_range
general	troy_archer_dorian_hero_chariot_1		troy_main_sbc_danaan_dorians		false	true	default	1.35	troy_hero_archer_trickster_chariot
general	troy_archer_dorian_hero_chariot_2		troy_main_sbc_danaan_dorians		false	true	default	1.35	troy_hero_archer_trickster_chariot_ammo
general	troy_archer_dorian_hero_chariot_3		troy_main_sbc_danaan_dorians		false	true	default	1.35	troy_hero_archer_trickster_chariot_range
general	troy_archer_hero_2		troy_main_sbc_danaan_achaeans		false	true	troy_archer_trickster	1.35	troy_hero_archer_trickster
general	troy_archer_hero_2_chariot_1		troy_main_sbc_danaan_achaeans		false	true	default	1.35	troy_hero_archer_trickster_chariot
general	troy_archer_hero_2_chariot_2		troy_main_sbc_danaan_achaeans		false	true	default	1.35	troy_hero_archer_trickster_chariot_ammo
general	troy_archer_hero_2_chariot_3		troy_main_sbc_danaan_achaeans		false	true	default	1.35	troy_hero_archer_trickster_chariot_range
general	troy_archer_hero_3		troy_main_sbc_danaan_achaeans		false	true	troy_archer_skirmisher	1.35	troy_hero_archer_skirmisher
	troy_archer_hero_3_chariot_1		troy_main_sbc_danaan_achaeans		false	true	default	1.0	troy_hero_archer_skirmisher_chariot
	troy_archer_hero_3_chariot_2		troy_main_sbc_danaan_achaeans		false	true	default	1.0	troy_hero_archer_skirmisher_chariot_ammo
	troy_archer_hero_3_chariot_3		troy_main_sbc_danaan_achaeans		false	true	default	1.0	troy_hero_archer_skirmisher_chariot_range
general	troy_archer_hero_4		troy_main_sbc_danaan_achaeans		false	true	troy_archer_skirmisher	1.35	troy_hero_archer_skirmisher
general	troy_archer_hero_4_chariot_1		troy_main_sbc_danaan_achaeans		false	true	default	1.35	troy_hero_archer_skirmisher_chariot
general	troy_archer_hero_4_chariot_2		troy_main_sbc_danaan_achaeans		false	true	default	1.35	troy_hero_archer_skirmisher_chariot_ammo
general	troy_archer_hero_4_chariot_3		troy_main_sbc_danaan_achaeans		false	true	default	1.35	troy_hero_archer_skirmisher_chariot_range
general	troy_archer_ionian_hero		troy_main_sbc_danaan_ionians		false	true	troy_archer_trickster	1.35	troy_hero_archer_trickster
general	troy_archer_ionian_hero_2		troy_main_sbc_danaan_ionians		false	true	troy_archer_skirmisher	1.35	troy_hero_archer_skirmisher
general	troy_archer_ionian_hero_2_chariot_1		troy_main_sbc_danaan_ionians		false	true	default	1.35	troy_hero_archer_skirmisher_chariot
general	troy_archer_ionian_hero_2_chariot_2		troy_main_sbc_danaan_ionians		false	true	default	1.35	troy_hero_archer_skirmisher_chariot_ammo
general	troy_archer_ionian_hero_2_chariot_3		troy_main_sbc_danaan_ionians		false	true	default	1.35	troy_hero_archer_skirmisher_chariot_range
general	troy_archer_ionian_hero_3		troy_main_sbc_danaan_ionians		false	true	troy_archer_skirmisher	1.35	troy_hero_archer_skirmisher
general	troy_archer_ionian_hero_3_chariot_1		troy_main_sbc_danaan_ionians		false	true	default	1.35	troy_hero_archer_skirmisher_chariot
general	troy_archer_ionian_hero_3_chariot_2		troy_main_sbc_danaan_ionians		false	true	default	1.35	troy_hero_archer_skirmisher_chariot_ammo
general	troy_archer_ionian_hero_3_chariot_3		troy_main_sbc_danaan_ionians		false	true	default	1.35	troy_hero_archer_skirmisher_chariot_range
general	troy_archer_ionian_hero_4		troy_main_sbc_danaan_ionians		false	true	troy_archer_trickster	1.35	troy_hero_archer_trickster
general	troy_archer_ionian_hero_4_chariot_1		troy_main_sbc_danaan_ionians		false	true	default	1.35	troy_hero_archer_trickster_chariot
general	troy_archer_ionian_hero_4_chariot_2		troy_main_sbc_danaan_ionians		false	true	default	1.35	troy_hero_archer_trickster_chariot_ammo
general	troy_archer_ionian_hero_4_chariot_3		troy_main_sbc_danaan_ionians		false	true	default	1.35	troy_hero_archer_trickster_chariot_range
general	troy_archer_ionian_hero_chariot_1		troy_main_sbc_danaan_ionians		false	true	default	1.35	troy_hero_archer_trickster_chariot
general	troy_archer_ionian_hero_chariot_2		troy_main_sbc_danaan_ionians		false	true	default	1.35	troy_hero_archer_trickster_chariot_ammo
general	troy_archer_ionian_hero_chariot_3		troy_main_sbc_danaan_ionians		false	true	default	1.35	troy_hero_archer_trickster_chariot_range
general	troy_archer_lelegan_hero		troy_main_sbc_trojan_leleges		false	true	troy_archer_trickster	1.35	troy_hero_archer_trickster
general	troy_archer_lelegan_hero_2		troy_main_sbc_trojan_leleges		false	true	troy_archer_skirmisher	1.35	troy_hero_archer_skirmisher
general	troy_archer_lelegan_hero_2_chariot_1		troy_main_sbc_trojan_leleges		false	true	default	1.35	troy_hero_archer_skirmisher_chariot
general	troy_archer_lelegan_hero_2_chariot_2		troy_main_sbc_trojan_leleges		false	true	default	1.35	troy_hero_archer_skirmisher_chariot_ammo
general	troy_archer_lelegan_hero_2_chariot_3		troy_main_sbc_trojan_leleges		false	true	default	1.35	troy_hero_archer_skirmisher_chariot_range
general	troy_archer_lelegan_hero_3		troy_main_sbc_trojan_leleges		false	true	troy_archer_trickster	1.35	troy_hero_archer_trickster
general	troy_archer_lelegan_hero_3_chariot_1		troy_main_sbc_trojan_leleges		false	true	default	1.35	troy_hero_archer_trickster_chariot
general	troy_archer_lelegan_hero_3_chariot_2		troy_main_sbc_trojan_leleges		false	true	default	1.35	troy_hero_archer_trickster_chariot_ammo
general	troy_archer_lelegan_hero_3_chariot_3		troy_main_sbc_trojan_leleges		false	true	default	1.35	troy_hero_archer_trickster_chariot_range
general	troy_archer_lelegan_hero_4		troy_main_sbc_trojan_leleges		false	true	troy_archer_skirmisher	1.35	troy_hero_archer_skirmisher
general	troy_archer_lelegan_hero_4_chariot_1		troy_main_sbc_trojan_leleges		false	true	default	1.35	troy_hero_archer_skirmisher_chariot
general	troy_archer_lelegan_hero_4_chariot_2		troy_main_sbc_trojan_leleges		false	true	default	1.35	troy_hero_archer_skirmisher_chariot_ammo
general	troy_archer_lelegan_hero_4_chariot_3		troy_main_sbc_trojan_leleges		false	true	default	1.35	troy_hero_archer_skirmisher_chariot_range
general	troy_archer_lelegan_hero_chariot_1		troy_main_sbc_trojan_leleges		false	true	default	1.35	troy_hero_archer_trickster_chariot
general	troy_archer_lelegan_hero_chariot_2		troy_main_sbc_trojan_leleges		false	true	default	1.35	troy_hero_archer_trickster_chariot_ammo
general	troy_archer_lelegan_hero_chariot_3		troy_main_sbc_trojan_leleges		false	true	default	1.35	troy_hero_archer_trickster_chariot_range
general	troy_archer_lycomedes				true	true	troy_archer_trickster	1.35	troy_hero_archer_trickster
general	troy_archer_lycomedes_chariot_1				true	true	default	1.35	troy_hero_archer_trickster_chariot
general	troy_archer_lycomedes_chariot_2				true	true	default	1.35	troy_hero_archer_trickster_chariot_ammo
general	troy_archer_lycomedes_chariot_3				true	true	default	1.35	troy_hero_archer_trickster_chariot_range
general	troy_archer_maeonian_hero		troy_main_sbc_trojan_maeonians		false	true	troy_archer_trickster	1.35	troy_hero_archer_trickster
general	troy_archer_maeonian_hero_2		troy_main_sbc_trojan_maeonians		false	true	troy_archer_skirmisher	1.35	troy_hero_archer_skirmisher
general	troy_archer_maeonian_hero_2_chariot_1		troy_main_sbc_trojan_maeonians		false	true	default	1.35	troy_hero_archer_skirmisher_chariot
general	troy_archer_maeonian_hero_2_chariot_2		troy_main_sbc_trojan_maeonians		false	true	default	1.35	troy_hero_archer_skirmisher_chariot_ammo
general	troy_archer_maeonian_hero_2_chariot_3		troy_main_sbc_trojan_maeonians		false	true	default	1.35	troy_hero_archer_skirmisher_chariot_range
general	troy_archer_maeonian_hero_3		troy_main_sbc_trojan_maeonians		false	true	troy_archer_trickster	1.35	troy_hero_archer_trickster
general	troy_archer_maeonian_hero_3_chariot_1		troy_main_sbc_trojan_maeonians		false	true	default	1.35	troy_hero_archer_trickster_chariot
general	troy_archer_maeonian_hero_3_chariot_2		troy_main_sbc_trojan_maeonians		false	true	default	1.35	troy_hero_archer_trickster_chariot_ammo
general	troy_archer_maeonian_hero_3_chariot_3		troy_main_sbc_trojan_maeonians		false	true	default	1.35	troy_hero_archer_trickster_chariot_range
general	troy_archer_maeonian_hero_4		troy_main_sbc_trojan_maeonians		false	true	troy_archer_skirmisher	1.35	troy_hero_archer_skirmisher
general	troy_archer_maeonian_hero_4_chariot_1		troy_main_sbc_trojan_maeonians		false	true	default	1.35	troy_hero_archer_skirmisher_chariot
general	troy_archer_maeonian_hero_4_chariot_2		troy_main_sbc_trojan_maeonians		false	true	default	1.35	troy_hero_archer_skirmisher_chariot_ammo
general	troy_archer_maeonian_hero_4_chariot_3		troy_main_sbc_trojan_maeonians		false	true	default	1.35	troy_hero_archer_skirmisher_chariot_range
general	troy_archer_maeonian_hero_chariot_1		troy_main_sbc_trojan_maeonians		false	true	default	1.35	troy_hero_archer_trickster_chariot
general	troy_archer_maeonian_hero_chariot_2		troy_main_sbc_trojan_maeonians		false	true	default	1.35	troy_hero_archer_trickster_chariot_ammo
general	troy_archer_maeonian_hero_chariot_3		troy_main_sbc_trojan_maeonians		false	true	default	1.35	troy_hero_archer_trickster_chariot_range
general	troy_archer_pelasgian_hero		troy_main_sbc_trojan_pelasgians		false	true	troy_archer_trickster	1.35	troy_hero_archer_trickster
general	troy_archer_pelasgian_hero_2		troy_main_sbc_trojan_pelasgians		false	true	troy_archer_skirmisher	1.35	troy_hero_archer_skirmisher
general	troy_archer_pelasgian_hero_2_chariot_1		troy_main_sbc_trojan_pelasgians		false	true	default	1.35	troy_hero_archer_skirmisher_chariot
general	troy_archer_pelasgian_hero_2_chariot_2		troy_main_sbc_trojan_pelasgians		false	true	default	1.35	troy_hero_archer_skirmisher_chariot_ammo
general	troy_archer_pelasgian_hero_2_chariot_3		troy_main_sbc_trojan_pelasgians		false	true	default	1.35	troy_hero_archer_skirmisher_chariot_range
general	troy_archer_pelasgian_hero_3		troy_main_sbc_trojan_pelasgians		false	true	troy_archer_trickster	1.35	troy_hero_archer_trickster
general	troy_archer_pelasgian_hero_3_chariot_1		troy_main_sbc_trojan_pelasgians		false	true	default	1.35	troy_hero_archer_trickster_chariot
general	troy_archer_pelasgian_hero_3_chariot_2		troy_main_sbc_trojan_pelasgians		false	true	default	1.35	troy_hero_archer_trickster_chariot_ammo
general	troy_archer_pelasgian_hero_3_chariot_3		troy_main_sbc_trojan_pelasgians		false	true	default	1.35	troy_hero_archer_trickster_chariot_range
general	troy_archer_pelasgian_hero_4		troy_main_sbc_trojan_pelasgians		false	true	troy_archer_skirmisher	1.35	troy_hero_archer_skirmisher
general	troy_archer_pelasgian_hero_4_chariot_1		troy_main_sbc_trojan_pelasgians		false	true	default	1.35	troy_hero_archer_skirmisher_chariot
general	troy_archer_pelasgian_hero_4_chariot_2		troy_main_sbc_trojan_pelasgians		false	true	default	1.35	troy_hero_archer_skirmisher_chariot_ammo
general	troy_archer_pelasgian_hero_4_chariot_3		troy_main_sbc_trojan_pelasgians		false	true	default	1.35	troy_hero_archer_skirmisher_chariot_range
general	troy_archer_pelasgian_hero_chariot_1		troy_main_sbc_trojan_pelasgians		false	true	default	1.35	troy_hero_archer_trickster_chariot
general	troy_archer_pelasgian_hero_chariot_2		troy_main_sbc_trojan_pelasgians		false	true	default	1.35	troy_hero_archer_trickster_chariot_ammo
general	troy_archer_pelasgian_hero_chariot_3		troy_main_sbc_trojan_pelasgians		false	true	default	1.35	troy_hero_archer_trickster_chariot_range
general	troy_archer_thracian_hero		troy_main_sbc_trojan_thracians		false	true	troy_archer_trickster	1.35	troy_hero_archer_trickster
general	troy_archer_thracian_hero_2		troy_main_sbc_trojan_thracians		false	true	troy_archer_skirmisher	1.35	troy_hero_archer_skirmisher
general	troy_archer_thracian_hero_2_chariot_1		troy_main_sbc_trojan_thracians		false	true	default	1.35	troy_hero_archer_skirmisher_chariot
general	troy_archer_thracian_hero_2_chariot_2		troy_main_sbc_trojan_thracians		false	true	default	1.35	troy_hero_archer_skirmisher_chariot_ammo
general	troy_archer_thracian_hero_2_chariot_3		troy_main_sbc_trojan_thracians		false	true	default	1.35	troy_hero_archer_skirmisher_chariot_range
general	troy_archer_thracian_hero_3		troy_main_sbc_trojan_thracians		false	true	troy_archer_trickster	1.35	troy_hero_archer_trickster
general	troy_archer_thracian_hero_3_chariot_1		troy_main_sbc_trojan_thracians		false	true	default	1.35	troy_hero_archer_trickster_chariot
general	troy_archer_thracian_hero_3_chariot_2		troy_main_sbc_trojan_thracians		false	true	default	1.35	troy_hero_archer_trickster_chariot_ammo
general	troy_archer_thracian_hero_3_chariot_3		troy_main_sbc_trojan_thracians		false	true	default	1.35	troy_hero_archer_trickster_chariot_range
general	troy_archer_thracian_hero_4		troy_main_sbc_trojan_thracians		false	true	troy_archer_skirmisher	1.35	troy_hero_archer_skirmisher
general	troy_archer_thracian_hero_4_chariot_1		troy_main_sbc_trojan_thracians		false	true	default	1.35	troy_hero_archer_skirmisher_chariot
general	troy_archer_thracian_hero_4_chariot_2		troy_main_sbc_trojan_thracians		false	true	default	1.35	troy_hero_archer_skirmisher_chariot_ammo
general	troy_archer_thracian_hero_4_chariot_3		troy_main_sbc_trojan_thracians		false	true	default	1.35	troy_hero_archer_skirmisher_chariot_range
general	troy_archer_thracian_hero_chariot_1		troy_main_sbc_trojan_thracians		false	true	default	1.35	troy_hero_archer_trickster_chariot
general	troy_archer_thracian_hero_chariot_2		troy_main_sbc_trojan_thracians		false	true	default	1.35	troy_hero_archer_trickster_chariot_ammo
general	troy_archer_thracian_hero_chariot_3		troy_main_sbc_trojan_thracians		false	true	default	1.35	troy_hero_archer_trickster_chariot_range
general	troy_defender		troy_main_sbc_danaan_achaeans		false	true	troy_defender_quick	1.35	troy_hero_defender_quick
general	troy_defender_aeolian_hero		troy_main_sbc_danaan_aeolians		false	true	troy_defender_quick	1.35	troy_hero_defender_quick
general	troy_defender_aeolian_hero_2		troy_main_sbc_danaan_aeolians		false	true	troy_defender_tank	1.35	troy_hero_defender_tank
general	troy_defender_aeolian_hero_2_chariot_1		troy_main_sbc_danaan_aeolians		false	true	default	1.35	troy_hero_defender_tank_chariot
general	troy_defender_aeolian_hero_2_chariot_2		troy_main_sbc_danaan_aeolians		false	true	default	1.35	troy_hero_defender_tank_chariot_heavy
general	troy_defender_aeolian_hero_2_chariot_3		troy_main_sbc_danaan_aeolians		false	true	default	1.35	troy_hero_defender_tank_chariot_javelin
general	troy_defender_aeolian_hero_3		troy_main_sbc_danaan_aeolians		false	true	troy_defender_aggro	1.35	troy_hero_defender_agro
general	troy_defender_aeolian_hero_3_chariot_1		troy_main_sbc_danaan_aeolians		false	true	default	1.35	troy_hero_defender_agro_chariot
general	troy_defender_aeolian_hero_3_chariot_2		troy_main_sbc_danaan_aeolians		false	true	default	1.35	troy_hero_defender_agro_chariot_heavy
general	troy_defender_aeolian_hero_3_chariot_3		troy_main_sbc_danaan_aeolians		false	true	default	1.35	troy_hero_defender_agro_chariot_javelin
general	troy_defender_aeolian_hero_4		troy_main_sbc_danaan_aeolians		false	true	troy_defender_tank	1.35	troy_hero_defender_tank
general	troy_defender_aeolian_hero_4_chariot_1		troy_main_sbc_danaan_aeolians		false	true	default	1.35	troy_hero_defender_tank_chariot
general	troy_defender_aeolian_hero_4_chariot_2		troy_main_sbc_danaan_aeolians		false	true	default	1.35	troy_hero_defender_tank_chariot_heavy
general	troy_defender_aeolian_hero_4_chariot_3		troy_main_sbc_danaan_aeolians		false	true	default	1.35	troy_hero_defender_tank_chariot_javelin
general	troy_defender_aeolian_hero_chariot_1		troy_main_sbc_danaan_aeolians		false	true	default	1.35	troy_hero_defender_quick_chariot
general	troy_defender_aeolian_hero_chariot_2		troy_main_sbc_danaan_aeolians		false	true	default	1.35	troy_hero_defender_quick_chariot_ammo
general	troy_defender_aeolian_hero_chariot_3		troy_main_sbc_danaan_aeolians		false	true	default	1.35	troy_hero_defender_quick_chariot_melee
general	troy_defender_aeolian_hero_chariot_4		troy_main_sbc_danaan_aeolians		false	true	default	1.35	troy_hero_defender_quick_chariot_ranged
general	troy_defender_aeolian_hero_chariot_5		troy_main_sbc_danaan_aeolians		false	true	default	1.35	troy_hero_defender_quick_ranged
general	troy_defender_ajax				true	true	troy_defender_tank	1.35	troy_hero_defender_tank
general	troy_defender_ajax_chariot_1				true	true	default	1.35	troy_hero_defender_tank_chariot
general	troy_defender_ajax_chariot_2				true	true	default	1.35	troy_hero_defender_tank_chariot_heavy
general	troy_defender_ajax_chariot_3				true	true	default	1.35	troy_hero_defender_tank_chariot_javelin
general	troy_defender_chariot_1		troy_main_sbc_danaan_achaeans		false	true	default	1.35	troy_hero_defender_quick_chariot
general	troy_defender_chariot_2		troy_main_sbc_danaan_achaeans		false	true	default	1.35	troy_hero_defender_quick_chariot_ammo
general	troy_defender_chariot_3		troy_main_sbc_danaan_achaeans		false	true	default	1.35	troy_hero_defender_quick_chariot_melee
general	troy_defender_chariot_4		troy_main_sbc_danaan_achaeans		false	true	default	1.35	troy_hero_defender_quick_chariot_ranged
general	troy_defender_chariot_5		troy_main_sbc_danaan_achaeans		false	true	default	1.35	troy_hero_defender_quick_ranged
general	troy_defender_dorian_hero		troy_main_sbc_danaan_dorians		false	true	troy_defender_quick	1.35	troy_hero_defender_quick
general	troy_defender_dorian_hero_2		troy_main_sbc_danaan_dorians		false	true	troy_defender_quick	1.35	troy_hero_defender_quick
general	troy_defender_dorian_hero_2_chariot_1		troy_main_sbc_danaan_dorians		false	true	default	1.35	troy_hero_defender_quick_chariot
general	troy_defender_dorian_hero_2_chariot_2		troy_main_sbc_danaan_dorians		false	true	default	1.35	troy_hero_defender_quick_chariot_ammo
general	troy_defender_dorian_hero_2_chariot_3		troy_main_sbc_danaan_dorians		false	true	default	1.35	troy_hero_defender_quick_chariot_melee
general	troy_defender_dorian_hero_2_chariot_4		troy_main_sbc_danaan_dorians		false	true	default	1.35	troy_hero_defender_quick_chariot_ranged
general	troy_defender_dorian_hero_2_chariot_5		troy_main_sbc_danaan_dorians		false	true	default	1.35	troy_hero_defender_quick_ranged
general	troy_defender_dorian_hero_3		troy_main_sbc_danaan_dorians		false	true	troy_defender_aggro	1.35	troy_hero_defender_agro
general	troy_defender_dorian_hero_3_chariot_1		troy_main_sbc_danaan_dorians		false	true	default	1.35	troy_hero_defender_agro_chariot
general	troy_defender_dorian_hero_3_chariot_2		troy_main_sbc_danaan_dorians		false	true	default	1.35	troy_hero_defender_agro_chariot_heavy
general	troy_defender_dorian_hero_3_chariot_3		troy_main_sbc_danaan_dorians		false	true	default	1.35	troy_hero_defender_agro_chariot_javelin
general	troy_defender_dorian_hero_4		troy_main_sbc_danaan_dorians		false	true	troy_defender_tank	1.35	troy_hero_defender_tank
general	troy_defender_dorian_hero_4_chariot_1		troy_main_sbc_danaan_dorians		false	true	default	1.35	troy_hero_defender_tank_chariot
general	troy_defender_dorian_hero_4_chariot_2		troy_main_sbc_danaan_dorians		false	true	default	1.35	troy_hero_defender_tank_chariot_heavy
general	troy_defender_dorian_hero_4_chariot_3		troy_main_sbc_danaan_dorians		false	true	default	1.35	troy_hero_defender_tank_chariot_javelin
general	troy_defender_dorian_hero_chariot_1		troy_main_sbc_danaan_dorians		false	true	default	1.35	troy_hero_defender_quick_chariot
general	troy_defender_dorian_hero_chariot_2		troy_main_sbc_danaan_dorians		false	true	default	1.35	troy_hero_defender_quick_chariot_ammo
general	troy_defender_dorian_hero_chariot_3		troy_main_sbc_danaan_dorians		false	true	default	1.35	troy_hero_defender_quick_chariot_melee
general	troy_defender_dorian_hero_chariot_4		troy_main_sbc_danaan_dorians		false	true	default	1.35	troy_hero_defender_quick_chariot_ranged
general	troy_defender_dorian_hero_chariot_5		troy_main_sbc_danaan_dorians		false	true	default	1.35	troy_hero_defender_quick_ranged
general	troy_defender_glaucos				true	true	troy_defender_tank	1.35	troy_hero_defender_tank
general	troy_defender_glaucos_chariot_1				true	true	default	1.35	troy_hero_defender_tank_chariot
general	troy_defender_glaucos_chariot_2				true	true	default	1.35	troy_hero_defender_tank_chariot_heavy
general	troy_defender_glaucos_chariot_3				true	true	default	1.35	troy_hero_defender_tank_chariot_javelin
general	troy_defender_hero_2		troy_main_sbc_danaan_achaeans		false	true	troy_defender_tank	1.35	troy_hero_defender_tank
general	troy_defender_hero_2_chariot_1		troy_main_sbc_danaan_achaeans		false	true	default	1.35	troy_hero_defender_tank_chariot
general	troy_defender_hero_2_chariot_2		troy_main_sbc_danaan_achaeans		false	true	default	1.35	troy_hero_defender_tank_chariot_heavy
general	troy_defender_hero_2_chariot_3		troy_main_sbc_danaan_achaeans		false	true	default	1.35	troy_hero_defender_tank_chariot_javelin
general	troy_defender_hero_3		troy_main_sbc_danaan_achaeans		false	true	troy_defender_aggro	1.35	troy_hero_defender_agro
general	troy_defender_hero_3_chariot_1		troy_main_sbc_danaan_achaeans		false	true	default	1.35	troy_hero_defender_agro_chariot
