key	text	tooltip
land_units_concealed_name_troy_hero_custom_fighter_killer		true
land_units_onscreen_name_troy_myth_light_spartoi	Light Spartoi	true
land_units_onscreen_name_troy_hero_archer_trickster_chariot_ammo	Trickster	true
land_units_concealed_name_troy_dlc1_hero_penthesilea_chariot_heavy		true
land_units_onscreen_name_troy_dlc1_pen_hero_custom_warlord_utility	Mentor	true
land_units_concealed_name_troy_hero_paris_chariot_range		true
land_units_onscreen_name_troy_hero_achilles_epic_chariot_javelin	Achilles	true
land_units_onscreen_name_troy_hero_custom_warlord_utility_chariot	Mentor	true
land_units_onscreen_name_troy_spa_heroic_axe_warriors	Heroic Axe Warriors	true
land_units_onscreen_name_troy_myth_armoured_centaur_skirmishers	Shielded Centaur Skirmishers	true
land_units_onscreen_name_troy_dlc1_hip_hero_custom_skirmisher_archer_horse_wild_spec_fearless	Skirmisher	true
land_units_concealed_name_troy_hero_custom_archer_trickster_chariot_range		true
land_units_onscreen_name_troy_dlc1_pen_hero_warlord_tactician_horse_javelin_spec_ammo	Commander	true
land_units_concealed_name_troy_dlc1_ama_gen_oathsworn		true
land_units_concealed_name_troy_hero_custom_defender_agro_chariot_javelin		true
land_units_onscreen_name_troy_myth_centaur_archers	Centaur Archers	true
land_units_concealed_name_troy_hero_archer_skirmisher_chariot_range		true
land_units_onscreen_name_troy_dlc1_pen_hero_custom_fighter_disruptor_horse_javelin	Ravager	true
land_units_onscreen_name_troy_dlc1_pen_hero_custom_killer_horse_melee	Vanquisher	true
land_units_concealed_name_troy_hero_custom_achilles_epic		true
land_units_onscreen_name_troy_hero_sarpedon_ranged	Sarpedon	true
land_units_onscreen_name_troy_hero_custom_aeneas_ranged	Aeneas	true
land_units_concealed_name_troy_myth_giant_bowmen		true
land_units_concealed_name_troy_dlc1_pen_hero_custom_archer_skirmisher_chariot_ammo		true
land_units_concealed_name_troy_hero_agamemnon_ranged		true
land_units_onscreen_name_troy_pht_myrmidon_spearmen	Spear-fighting Myrmidons	true
land_units_onscreen_name_troy_dlc1_hip_hero_killer_horse_melee	Vanquisher	true
land_units_onscreen_name_troy_aen_elite_dardanian_swordsmen	Fearless Swordsmen	true
land_units_concealed_name_troy_dlc1_pen_hero_custom_trickster_archer_horse_wild_spec_fearless		true
land_units_onscreen_name_troy_dlc1_pen_hero_skirmisher_archer_horse_wild_spec_fearless	Skirmisher	true
land_units_onscreen_name_troy_tro_heavy_lycian_chariots	Heavy Lycian Chariots	true
land_units_onscreen_name_troy_dlc1_hip_hero_custom_warlord_warmonger_chariot_heavy	Warmonger	true
land_units_concealed_name_troy_pht_aeginian_javelinmen		true
land_units_concealed_name_troy_hero_custom_paris_chariot_ammo		true
land_units_concealed_name_troy_hero_custom_archer_trickster		true
land_units_onscreen_name_troy_dlc1_pen_hero_warlord_tactician_horse_javelin	Commander	true
land_units_concealed_name_troy_dlc1_hip_hero_warlord_utility_chariot_melee		true
land_units_concealed_name_troy_dlc1_hip_hero_warlord_warmonger		true
land_units_onscreen_name_troy_heavy_shielded_spearmen	Heavy Shielded Spearmen	true
land_units_concealed_name_troy_hero_custom_odysseus		true
land_units_onscreen_name_troy_dlc1_pen_hero_custom_warlord_tactician_horse_javelin	Commander	true
land_units_concealed_name_troy_heavy_mycenaen_bowmen		true
land_units_concealed_name_troy_hero_custom_paris_chariot		true
land_units_onscreen_name_troy_dlc1_pen_hero_trickster_archer_horse_wild	Trickster	true
land_units_concealed_name_troy_heavy_dardanian_zealots		true
land_units_concealed_name_troy_dlc1_hero_hippolyta_archer_horse_wild		true
land_units_onscreen_name_troy_hero_fighter_balanced_chariot	Champion	true
land_units_concealed_name_troy_hero_custom_fighter_disruptor_chariot		true
land_units_concealed_name_troy_hero_achilles_chariot_heavy		true
land_units_onscreen_name_troy_dlc1_pen_hero_archer_skirmisher_chariot_ammo	Skirmisher	true
land_units_concealed_name_troy_dlc1_pen_hero_custom_fighter_disruptor		true
land_units_concealed_name_troy_ach_chariots		true
land_units_concealed_name_troy_trojan_militia		true
land_units_concealed_name_troy_agent_priestess		true
land_units_concealed_name_troy_dlc1_ama_gen_mounted_huntress		true
land_units_onscreen_name_troy_dlc1_hip_hero_custom_balanced_horse_melee_spec_leadership_armour	Champion	true
land_units_onscreen_name_troy_dlc1_ama_gen_oathsworn	Oathsworn	true
land_units_concealed_name_troy_dlc1_ama_hip_antianeirai		true
land_units_concealed_name_troy_elite_trojan_slingers		true
land_units_concealed_name_troy_hero_defender_agro		true
land_units_concealed_name_troy_heavy_eastern_spearmen		true
land_units_onscreen_name_troy_spearmen	Young Spears	true
land_units_concealed_name_troy_dlc1_hip_hero_skirmisher_archer_horse_wild_spec_fearless		true
land_units_onscreen_name_troy_hero_paris_chariot_range	Paris	true
land_units_onscreen_name_troy_hero_custom_warlord_warmonger_chariot_javelin	Warmonger	true
land_units_concealed_name_troy_hero_archer_trickster_chariot_ammo		true
land_units_onscreen_name_troy_aen_elite_dardanian_chargers	Dardanian Chargers	true
land_units_onscreen_name_troy_hero_sarpedon_chariot	Sarpedon	true
land_units_onscreen_name_troy_hero_custom_paris_chariot_ammo	Paris	true
land_units_onscreen_name_troy_dlc1_pen_hero_custom_archer_trickster_chariot_ammo	Trickster	true
land_units_concealed_name_troy_hero_agamemnon		true
land_units_onscreen_name_troy_dlc1_ama_gen_initiates	Initiates	true
land_units_onscreen_name_troy_hero_achilles_chariot_heavy	Achilles	true
land_units_onscreen_name_troy_hero_custom_fighter_disruptor_chariot_ammo	Ravager	true
land_units_onscreen_name_troy_hero_custom_fighter_killer_ranged	Vanquisher	true
land_units_concealed_name_troy_dlc1_hip_hero_custom_warlord_warmonger_chariot_heavy		true
land_units_onscreen_name_troy_lycians	Anatolian Youths	true
land_units_onscreen_name_troy_sar_lycian_champions	Lycian Champions	true
land_units_concealed_name_troy_dlc1_hip_hero_custom_skirmisher_archer_horse_wild		true
land_units_onscreen_name_troy_lycian_axemen	Axe Warriors	true
land_units_onscreen_name_troy_hero_archer_skirmisher_chariot	Skirmisher	true
land_units_onscreen_name_troy_hero_defender_quick_chariot_ranged	Companion	true
land_units_concealed_name_troy_hero_sarpedon_chariot		true
land_units_concealed_name_troy_myth_sirens		true
land_units_concealed_name_troy_hero_custom_defender_tank_chariot_javelin		true
land_units_onscreen_name_troy_hero_archer_trickster_chariot	Trickster	true
land_units_onscreen_name_troy_ach_heavy_reinforced_chariots	Reinforced Chariots	true
land_units_concealed_name_troy_dlc1_pen_hero_killer_horse_melee		true
land_units_concealed_name_troy_dlc1_pen_hero_custom_skirmisher_archer_horse_wild_spec_fearless		true
land_units_onscreen_name_troy_myc_mycenaen_temple_guards	Agamemnon's Guards	true
land_units_onscreen_name_troy_tro_archer_chariots	Archer Chariots	true
land_units_onscreen_name_troy_dlc1_pen_hero_archer_skirmisher	Skirmisher	true
land_units_onscreen_name_troy_greek_militia_alt	Greek Militia ALT	true
land_units_concealed_name_troy_hero_achilles_chariot_javelin		true
land_units_concealed_name_troy_hero_custom_sarpedon_chariot		true
land_units_onscreen_name_troy_dlc1_hip_hero_custom_trickster_archer_horse_wild_spec_fearless	Trickster	true
land_units_onscreen_name_troy_phthian_spears	Phthian Spears	true
land_units_onscreen_name_troy_dlc1_hip_hero_fighter_balanced_chariot_heavy	Champion	true
land_units_concealed_name_troy_dlc1_pen_hero_fighter_disruptor		true
land_units_onscreen_name_troy_hero_menelaus_chariot_heavy	Menelaus	true
land_units_concealed_name_troy_hero_defender_quick_chariot		true
land_units_onscreen_name_troy_dlc1_pen_hero_fighter_disruptor_horse_javelin	Ravager	true
land_units_onscreen_name_troy_hero_custom_warlord_tactician_chariot_melee	Commander	true
land_units_concealed_name_troy_dlc1_pen_hero_custom_trickster_archer_horse_wild		true
land_units_concealed_name_troy_dlc1_hip_hero_skirmisher_archer_horse_wild		true
land_units_concealed_name_troy_dlc1_pen_hero_fighter_disruptor_horse_javelin_spec_ammo		true
land_units_concealed_name_troy_pht_thessaly_marines		true
land_units_onscreen_name_troy_dlc1_pen_hero_custom_warlord_utility_horse_javelin	Mentor	true
land_units_onscreen_name_troy_pht_aeginian_javelinmen	Aeginian Javelinmen	true
land_units_concealed_name_troy_hero_custom_defender_agro_chariot_heavy		true
land_units_onscreen_name_troy_hero_custom_hector_chariot	Hector	true
land_units_concealed_name_troy_dlc1_hip_hero_balanced_horse_melee		true
land_units_concealed_name_troy_myth_armoured_giant_bowmen		true
land_units_onscreen_name_troy_hero_custom_warlord_warmonger_chariot	Warmonger	true
land_units_onscreen_name_troy_dlc1_ama_pen_korynites	Korynites	true
land_units_concealed_name_troy_greek_militia		true
land_units_concealed_name_troy_trojan_swordsmen		true
land_units_onscreen_name_troy_hero_custom_agamemnon_chariot_melee	Agamemnon	true
land_units_onscreen_name_troy_hero_defender_quick_chariot_melee	Companion	true
land_units_onscreen_name_troy_dlc1_pen_hero_warmonger_horse_melee_spec_leadership_armour	Warmonger	true
land_units_onscreen_name_troy_dardanian_spearmen	Dardanian Spearmen	true
land_units_concealed_name_troy_hero_warlord_tactician_chariot_range		true
land_units_concealed_name_troy_hero_custom_fighter_killer_ranged		true
land_units_concealed_name_troy_dlc1_pen_hero_custom_warlord_warmonger_chariot_heavy		true
land_units_concealed_name_troy_dlc1_pen_hero_custom_archer_trickster_chariot_ammo		true
land_units_concealed_name_troy_dlc1_hip_hero_fighter_balanced		true
land_units_onscreen_name_troy_dlc1_hip_hero_warlord_utility_horse_javelin_spec_ammo	Mentor	true
land_units_onscreen_name_troy_dlc1_ama_pen_daughters_of_ares_bloodsworn	Bloodsworn Daughters of Ares	true
land_units_onscreen_name_troy_dardanian_zealots	Dardanian Sworn Fighters	true
land_units_onscreen_name_troy_club_warriors	Club Warriors	true
land_units_onscreen_name_troy_hero_archer_skirmisher_chariot_range	Skirmisher	true
land_units_onscreen_name_troy_hero_custom_archer_trickster	Trickster	true
land_units_concealed_name_troy_dlc1_ama_hip_andromachoi		true
land_units_onscreen_name_troy_dlc1_ama_hip_andromachoi	Andromachoi	true
land_units_concealed_name_troy_dlc1_pen_hero_custom_fighter_balanced		true
land_units_onscreen_name_troy_dlc1_pen_hero_warmonger_horse_melee	Warmonger	true
land_units_concealed_name_troy_hero_custom_achilles_chariot		true
land_units_onscreen_name_troy_lycian_slingers	Eastern Slingers	true
land_units_concealed_name_troy_heavy_shielded_spearmen		true
land_units_onscreen_name_troy_trojan_militia	Militia Warband	true
land_units_onscreen_name_troy_dlc1_hip_hero_warlord_utility	Mentor	true
land_units_concealed_name_troy_dlc1_pen_hero_warlord_utility		true
land_units_concealed_name_troy_trojan_spears		true
land_units_concealed_name_troy_dlc1_hip_hero_custom_archer_skirmisher		true
land_units_onscreen_name_troy_heavy_trojan_spearmen	Heavy Trojan Spearmen	true
land_units_onscreen_name_troy_hero_fighter_balanced_chariot_heavy	Champion	true
land_units_concealed_name_troy_dlc1_pen_hero_killer_horse_melee_spec_leadership_armour		true
land_units_concealed_name_troy_hero_defender_tank_chariot_heavy		true
land_units_onscreen_name_troy_hero_sarpedon_chariot_range	Sarpedon	true
land_units_onscreen_name_troy_hero_agamemnon_chariot_ranged	Agamemnon	true
land_units_concealed_name_troy_lycian_archers		true
land_units_concealed_name_troy_hero_custom_defender_quick_chariot_ammo		true
land_units_onscreen_name_troy_par_trojan_nobles	Trojan Nobles	true
land_units_concealed_name_troy_agent_spy		true
land_units_concealed_name_troy_hero_warlord_warmonger_chariot_javelin		true
land_units_concealed_name_troy_lycian_axe_warriors		true
land_units_concealed_name_troy_ith_elite_ambushers		true
land_units_onscreen_name_troy_dlc1_ama_gen_horsewomen	Horsewomen	true
land_units_onscreen_name_troy_hero_custom_archer_trickster_chariot_ammo	Trickster	true
land_units_onscreen_name_troy_dlc1_hero_hippolyta_archer_horse_wild	Hippolyta	true
land_units_onscreen_name_troy_par_elite_trojan_nobles	Trojan Princes	true
land_units_onscreen_name_troy_dlc1_pen_hero_killer_horse_melee_spec_leadership_armour	Vanquisher	true
land_units_concealed_name_troy_dlc1_hip_hero_custom_fighter_disruptor		true
land_units_onscreen_name_troy_dlc1_hip_hero_warlord_tactician_horse_javelin_spec_ammo	Commander	true
land_units_onscreen_name_troy_laconian_hillmen	Laconian Hillmen	true
land_units_concealed_name_troy_light_spearmen		true
land_units_onscreen_name_troy_dlc1_ama_hip_followers_of_artemis	Followers of Artemis	true
land_units_concealed_name_troy_dlc1_hip_hero_custom_trickster_archer_horse_wild_spec_fearless		true
land_units_onscreen_name_troy_dlc1_pen_hero_custom_warlord_tactician_horse_javelin_spec_ammo	Commander	true
land_units_onscreen_name_troy_dendra_swordsmen	Armoured Swordsmen	true
land_units_concealed_name_troy_dlc1_hip_hero_custom_warlord_tactician_horse_javelin_spec_ammo		true
land_units_concealed_name_troy_hero_achilles_epic_chariot_javelin		true
land_units_onscreen_name_troy_dlc1_pen_hero_custom_fighter_balanced	Champion	true
land_units_onscreen_name_troy_light_skirmishers	Light Skirmishers	true
land_units_concealed_name_troy_hero_custom_sarpedon_chariot_melee		true
land_units_onscreen_name_troy_lycian_axe_warriors	Lycian Axe Warriors	true
land_units_onscreen_name_troy_heavy_swordsmen	Heavy Swordsmen	true
land_units_onscreen_name_troy_hero_custom_sarpedon_chariot_ranged	Sarpedon	true
land_units_onscreen_name_troy_dlc1_hip_hero_warlord_utility_chariot_melee	Mentor	true
land_units_concealed_name_troy_hero_custom_archer_skirmisher_chariot_ammo		true
land_units_concealed_name_troy_dlc1_hero_custom_hippolyta_archer_horse_wild		true
land_units_onscreen_name_troy_dlc1_ama_gen_amazon_chargers	Amazon Chargers	true
land_units_onscreen_name_troy_dlc1_pen_hero_custom_trickster_archer_horse_wild	Trickster	true
land_units_onscreen_name_troy_veteran_islander_skirmishers	Renowned Island Skirmishers	true
land_units_concealed_name_troy_aen_elite_dardanian_defenders		true
land_units_concealed_name_troy_veteran_club_warriors		true
land_units_onscreen_name_troy_hero_custom_defender_quick	Companion	true
land_units_onscreen_name_troy_dlc1_hip_hero_archer_skirmisher	Skirmisher	true
land_units_onscreen_name_troy_dlc1_hero_penthesilea_horse_melee	Penthesilea	true
land_units_onscreen_name_troy_hero_custom_defender_agro_chariot	Veteran	true
land_units_concealed_name_troy_dardanian_stoneslingers		true
land_units_onscreen_name_troy_hero_custom_warlord_tactician_chariot_range	Commander	true
land_units_concealed_name_troy_dlc1_hero_hippolyta_chariot_ammo		true
land_units_concealed_name_troy_dlc1_ama_pen_warband_bloodsworn		true
land_units_onscreen_name_troy_hero_warlord_utility_chariot_melee	Mentor	true
land_units_onscreen_name_troy_myth_armoured_giant_bowmen	Armoured Giant Bowmen	true
land_units_onscreen_name_troy_hero_defender_tank_chariot_javelin	Protector	true
land_units_onscreen_name_troy_hero_fighter_killer_chariot_heavy	Vanquisher	true
land_units_concealed_name_troy_armoured_axemen		true
land_units_concealed_name_troy_dlc1_pen_hero_warlord_warmonger		true
land_units_concealed_name_troy_par_elite_trojan_nobles		true
land_units_concealed_name_troy_dlc1_pen_hero_archer_trickster		true
land_units_onscreen_name_troy_heavy_islander_skirmishers	Heavy Island Skirmishers	true
land_units_concealed_name_troy_laconian_hillmen		true
land_units_concealed_name_troy_veteran_khopesh_fighters		true
land_units_concealed_name_troy_dlc1_ama_pen_anairetes		true
land_units_onscreen_name_troy_hero_custom_fighter_killer_chariot_heavy	Vanquisher	true
land_units_onscreen_name_troy_hero_custom_agamemnon_chariot	Agamemnon	true
land_units_concealed_name_troy_dlc1_pen_hero_skirmisher_archer_horse_wild_spec_fearless		true
land_units_concealed_name_troy_dlc1_pen_hero_archer_skirmisher_chariot_ammo		true
land_units_onscreen_name_troy_hero_custom_archer_skirmisher_chariot_range	Skirmisher	true
land_units_concealed_name_troy_hero_fighter_disruptor_chariot_ammo		true
land_units_concealed_name_troy_hero_menelaus_chariot		true
land_units_concealed_name_troy_lycian_veterans		true
land_units_concealed_name_troy_hero_odysseus		true
land_units_onscreen_name_troy_dlc1_pen_hero_custom_balanced_horse_melee	Champion	true
land_units_concealed_name_troy_dlc1_pen_hero_custom_balanced_horse_melee_spec_leadership_armour		true
land_units_concealed_name_troy_dlc1_hip_hero_custom_trickster_chariot_ammo		true
land_units_onscreen_name_troy_hero_custom_menelaus_chariot	Menelaus	true
land_units_concealed_name_troy_hero_fighter_killer_chariot_heavy		true
land_units_onscreen_name_troy_dlc1_hip_hero_custom_fighter_disruptor	Ravager	true
land_units_concealed_name_troy_dlc1_pen_hero_fighter_balanced_chariot_heavy		true
land_units_concealed_name_troy_hero_custom_aeneas_ranged		true
land_units_concealed_name_troy_pht_aeginian_runners		true
land_units_concealed_name_troy_aen_dardanian_mob		true
land_units_onscreen_name_troy_hero_custom_achilles_epic_chariot_javelin	Achilles	true
land_units_concealed_name_troy_dlc1_hip_hero_fighter_disruptor		true
land_units_concealed_name_troy_pht_myrmidon_swordsmen		true
land_units_concealed_name_troy_dlc1_ama_gen_horsewomen		true
land_units_onscreen_name_troy_dlc1_hero_custom_penthesilea_horse_melee_spec_learship_armour	Penthesilea	true
land_units_concealed_name_troy_myth_centaur_archers		true
land_units_onscreen_name_troy_dlc1_ama_hip_antianeirai	Antianeirai	true
land_units_onscreen_name_troy_hero_menelaus	Menelaus	true
land_units_concealed_name_troy_light_swordsmen		true
land_units_concealed_name_troy_spa_champion_axe_warriors		true
land_units_concealed_name_troy_hero_custom_sarpedon		true
land_units_concealed_name_troy_myth_armoured_giant_spearmen		true
land_units_concealed_name_troy_heavy_islander_skirmishers		true
land_units_onscreen_name_troy_hero_aeneas_chariot	Aeneas	true
land_units_concealed_name_troy_armoured_lycian_archers		true
land_units_concealed_name_troy_veteran_trojan_archers		true
land_units_onscreen_name_troy_hero_warlord_utility_chariot	Mentor	true
land_units_onscreen_name_troy_dlc1_pen_hero_fighter_disruptor	Ravager	true
land_units_concealed_name_troy_dlc1_hip_hero_warmonger_horse_melee		true
land_units_onscreen_name_troy_dlc1_hip_hero_warmonger_horse_melee	Warmonger	true
land_units_concealed_name_troy_dlc1_hip_hero_fighter_balanced_chariot_heavy		true
land_units_concealed_name_troy_achaean_bowmen		true
land_units_onscreen_name_troy_hero_custom_warlord_tactician	Commander	true
land_units_onscreen_name_troy_dlc1_hero_custom_hippolyta	Hippolyta	true
land_units_concealed_name_troy_hero_fighter_killer_chariot_ranged		true
land_units_onscreen_name_troy_laconian_militia	Laconian Militia	true
land_units_concealed_name_troy_heavy_anatolian_skirmishers		true
land_units_onscreen_name_troy_veteran_laconian_axemen	Renowned Laconian Axemen	true
land_units_concealed_name_troy_eastern_spearmen		true
land_units_concealed_name_troy_greek_militia_alt		true
land_units_concealed_name_troy_veteran_slingers		true
land_units_onscreen_name_troy_hero_custom_defender_quick_chariot_ranged	Companion	true
land_units_concealed_name_troy_dlc1_pen_hero_custom_killer_horse_melee		true
land_units_onscreen_name_troy_dlc1_ama_hip_amazon_archers	Amazon Archers	true
land_units_onscreen_name_troy_hero_custom_odysseus_chariot	Odysseus	true
land_units_concealed_name_troy_hero_custom_warlord_utility_chariot_range		true
land_units_onscreen_name_troy_dlc1_pen_hero_balanced_horse_melee_spec_leadership_armour	Champion	true
land_units_onscreen_name_troy_aen_elite_dardanian_defenders	Dardanian Defenders	true
land_units_concealed_name_troy_dlc1_hip_hero_fighter_disruptor_horse_javelin_spec_ammo		true
land_units_onscreen_name_troy_myth_armoured_giant_vanguard	Armoured Giant Vanguard	true
land_units_concealed_name_troy_dlc1_pen_hero_custom_warmonger_horse_melee_spec_leadership_armour		true
land_units_concealed_name_troy_dlc1_pen_hero_custom_balanced_horse_melee		true
land_units_onscreen_name_troy_dlc1_ama_pen_labrys_wielders_bloodsworn	Bloodsworn Labrys Infantry	true
land_units_concealed_name_troy_myth_harpies_daimones		true
land_units_onscreen_name_troy_dlc1_ama_pen_labrys_wielders	Labrys Infantry	true
land_units_concealed_name_troy_hero_custom_paris_chariot_range		true
land_units_concealed_name_troy_trojan_stoneslingers		true
land_units_concealed_name_troy_dlc1_pen_hero_custom_warlord_tactician		true
land_units_onscreen_name_troy_trojan_swordsmen	Swordsmen	true
land_units_concealed_name_troy_dlc1_pen_hero_fighter_disruptor_chariot_melee		true
land_units_onscreen_name_troy_dlc1_hip_hero_custom_fighter_killer_chariot_heavy	Vanquisher	true
land_units_onscreen_name_troy_hero_penthesilea	Penthesilea	true
land_units_onscreen_name_troy_hero_custom_archer_trickster_chariot_range	Trickster	true
land_units_onscreen_name_troy_dlc1_ama_hip_aristomachoi	Aristomachoi	true
land_units_onscreen_name_troy_dlc1_hero_hippolyta_archer_horse_wild_spec_fearless	Hippolyta	true
land_units_onscreen_name_troy_hero_custom_aeneas_chariot_heavy	Aeneas	true
land_units_onscreen_name_troy_hero_fighter_disruptor_chariot	Ravager	true
land_units_concealed_name_troy_laconian_swordsmen		true
land_units_onscreen_name_troy_trojan_spearmen	Shielded Spear Warriors	true
land_units_onscreen_name_troy_hero_custom_agamemnon_chariot_ranged	Agamemnon	true
land_units_concealed_name_troy_hero_custom_defender_quick_chariot		true
land_units_onscreen_name_troy_dlc1_hero_hippolyta_chariot_ammo	Hippolyta	true
land_units_concealed_name_troy_myth_giant_vanguard		true
land_units_concealed_name_troy_spa_heroic_axe_warriors		true
land_units_concealed_name_troy_dlc1_ama_gen_stoneslingers		true
land_units_concealed_name_troy_dlc1_hip_hero_balanced_horse_melee_spec_leadership_armour		true
land_units_concealed_name_troy_veteran_phrygian_axemen		true
land_units_onscreen_name_troy_hero_archer_trickster_chariot_range	Trickster	true
land_units_onscreen_name_troy_hero_custom_aeneas	Aeneas	true
land_units_concealed_name_troy_achaean_skirmishers		true
land_units_concealed_name_troy_myth_centaur_warriors		true
land_units_concealed_name_troy_myc_light_javelin_throwers		true
land_units_concealed_name_troy_veteran_laconian_axemen		true
