character_skill_key	effect_key	effect_scope	level	value
troy_agent_envoy_skill_spec_action_compromised_maps_enemy_speed	troy_effect_add_outcome_army_battle_speed_movement_all_units	character_to_character_own_vs_foreign_army	1	-10.0
troy_agent_envoy_skill_spec_action_compromised_maps_enemy_speed	troy_effect_agent_enemy_success_chance_against_this_agent_per_level_HIDDEN	character_to_character_own	1	-1.0
troy_agent_envoy_skill_spec_action_compromised_maps_enemy_speed_1	troy_effect_add_outcome_agent_envoy_movement_mod_armies_enemy	character_to_character_own_vs_foreign_army	1	-20.0
troy_agent_envoy_skill_spec_action_compromised_maps_enemy_speed_1	troy_effect_add_outcome_army_battle_speed_movement_all_units	character_to_character_own_vs_foreign_army	1	-20.0
troy_agent_envoy_skill_spec_action_compromised_maps_enemy_speed_1	troy_effect_agent_enemy_success_chance_against_this_agent_per_level_HIDDEN	character_to_character_own	1	-1.0
troy_agent_envoy_skill_spec_action_compromised_maps_enemy_vigour	troy_effect_add_outcome_agent_envoy_fatigue_resistance_mod_stamina	character_to_character_own_vs_foreign_army	1	25.0
troy_agent_envoy_skill_spec_action_compromised_maps_enemy_vigour	troy_effect_agent_enemy_success_chance_against_this_agent_per_level_HIDDEN	character_to_character_own	1	-1.0
troy_agent_envoy_skill_spec_action_compromised_maps_time_mod	troy_effect_add_outcome_army_melee_defence_mod_all_enemy_units	character_to_character_own_vs_foreign_army	1	-10.0
troy_agent_envoy_skill_spec_action_compromised_maps_time_mod	troy_effect_agent_enemy_success_chance_against_this_agent_per_level_HIDDEN	character_to_character_own	1	-1.0
troy_agent_envoy_skill_spec_action_compromised_maps_time_mod_2	troy_effect_agent_enemy_success_chance_against_this_agent_per_level_HIDDEN	character_to_character_own	1	-1.0
troy_agent_envoy_skill_spec_action_compromised_maps_time_mod_2	troy_effect_campaign_agent_action_success_chance	character_to_character_own	1	5.0
troy_agent_envoy_skill_spec_action_embedded_melee_attack_mod	troy_effect_add_outcome_army_melee_attack_mod_all	character_to_character_own_emebedded	1	10.0
troy_agent_envoy_skill_spec_action_embedded_melee_attack_mod	troy_effect_agent_enemy_success_chance_against_this_agent_per_level_HIDDEN	character_to_character_own	1	-1.0
troy_agent_envoy_skill_spec_action_embedded_piercing_damage_mod	troy_effect_add_outcome_agent_envoy_piercing_damage	character_to_character_own_emebedded	1	8.0
troy_agent_envoy_skill_spec_action_embedded_piercing_damage_mod	troy_effect_agent_enemy_success_chance_against_this_agent_per_level_HIDDEN	character_to_character_own	1	-1.0
troy_agent_envoy_skill_spec_action_hinder_movement_mod	troy_effect_add_outcome_agent_envoy_movement_mod_armies_enemy	character_to_character_own_vs_foreign_army	1	-10.0
troy_agent_envoy_skill_spec_action_hinder_movement_mod	troy_effect_agent_enemy_success_chance_against_this_agent_per_level_HIDDEN	character_to_character_own	1	-1.0
troy_agent_envoy_skill_spec_action_influence_enemy_mod	troy_effect_add_outcome_agent_envoy_alter_influence_acheans	character_to_character_own_vs_foreign_settlement	1	20.0
troy_agent_envoy_skill_spec_action_influence_enemy_mod	troy_effect_agent_enemy_success_chance_against_this_agent_per_level_HIDDEN	character_to_character_own	1	-1.0
troy_agent_envoy_skill_spec_action_influence_enemy_mod_2	troy_effect_add_outcome_agent_envoy_alter_influence_acheans	character_to_character_own_vs_foreign_settlement	1	20.0
troy_agent_envoy_skill_spec_action_influence_enemy_mod_2	troy_effect_agent_enemy_success_chance_against_this_agent_mod	character_to_character_own	1	-10.0
troy_agent_envoy_skill_spec_action_influence_enemy_mod_2	troy_effect_agent_enemy_success_chance_against_this_agent_per_level_HIDDEN	character_to_character_own	1	-1.0
troy_agent_envoy_skill_spec_action_influence_enemy_mod_3	troy_effect_add_outcome_agent_envoy_alter_influence_acheans	character_to_character_own_vs_foreign_settlement	1	20.0
troy_agent_envoy_skill_spec_action_influence_enemy_mod_3	troy_effect_add_outcome_envoy_campaign_happiness	character_to_character_own_vs_foreign_settlement	1	-20.0
troy_agent_envoy_skill_spec_action_influence_enemy_mod_3	troy_effect_agent_enemy_success_chance_against_this_agent_per_level_HIDDEN	character_to_character_own	1	-1.0
troy_agent_envoy_skill_spec_action_influence_own_mod	troy_effect_add_outcome_agent_envoy_influence_own_settlement_mod	character_to_character_own_at_own_settlement	1	20.0
troy_agent_envoy_skill_spec_action_influence_own_mod	troy_effect_agent_enemy_success_chance_against_this_agent_per_level_HIDDEN	character_to_character_own	1	-1.0
troy_agent_envoy_skill_spec_action_influence_own_mod_2	troy_effect_add_outcome_agent_envoy_influence_own_settlement_mod	character_to_character_own_at_own_settlement	1	20.0
troy_agent_envoy_skill_spec_action_influence_own_mod_2	troy_effect_agent_enemy_success_chance_against_this_agent_per_level_HIDDEN	character_to_character_own	1	-1.0
troy_agent_envoy_skill_spec_action_influence_own_mod_3	troy_effect_add_outcome_agent_envoy_influence_own_settlement_mod	character_to_character_own_at_own_settlement	1	20.0
troy_agent_envoy_skill_spec_action_influence_own_mod_3	troy_effect_agent_enemy_success_chance_against_this_agent_per_level_HIDDEN	character_to_character_own	1	-1.0
troy_agent_envoy_skill_spec_action_movement_own_army_mod_2	troy_effect_add_outcome_agent_envoy_campaign_movement_mod_armies_agent	character_to_character_own_emebedded	1	5.0
troy_agent_envoy_skill_spec_action_movement_own_army_mod_2	troy_effect_agent_enemy_success_chance_against_this_agent_per_level_HIDDEN	character_to_character_own	1	-1.0
troy_agent_envoy_skill_spec_action_movement_own_army_mod_3	troy_effect_add_outcome_army_upkeep_mod_all	character_to_character_own_emebedded	1	-5.0
troy_agent_envoy_skill_spec_action_movement_own_army_mod_3	troy_effect_agent_enemy_success_chance_against_this_agent_per_level_HIDDEN	character_to_character_own	1	-1.0
troy_agent_envoy_skill_spec_action_movement_own_army_mod_4	troy_effect_add_outcome_army_effect_morale_mod	character_to_character_own_emebedded	1	10.0
troy_agent_envoy_skill_spec_action_movement_own_army_mod_4	troy_effect_add_outcome_army_melee_attack_mod_all	character_to_character_own_emebedded	1	-5.0
troy_agent_envoy_skill_spec_action_movement_own_army_mod_4	troy_effect_agent_enemy_success_chance_against_this_agent_per_level_HIDDEN	character_to_character_own	1	-1.0
troy_agent_envoy_skill_spec_action_movement_own_army_mod_5_morale	troy_effect_add_outcome_agent_envoy_campaign_movement_mod_armies_agent	character_to_character_own_emebedded	1	8.0
troy_agent_envoy_skill_spec_action_movement_own_army_mod_5_morale	troy_effect_add_outcome_army_effect_morale_mod	character_to_character_own_emebedded	1	-5.0
troy_agent_envoy_skill_spec_action_movement_own_army_mod_5_morale	troy_effect_agent_enemy_success_chance_against_this_agent_per_level_HIDDEN	character_to_character_own	1	-1.0
troy_agent_envoy_skill_spec_action_movement_own_army_mod_6_food	troy_effect_add_outcome_army_effect_morale_mod	character_to_character_own_emebedded	1	-5.0
troy_agent_envoy_skill_spec_action_movement_own_army_mod_6_food	troy_effect_add_outcome_army_melee_attack_mod_all	character_to_character_own_emebedded	1	10.0
troy_agent_envoy_skill_spec_action_movement_own_army_mod_6_food	troy_effect_agent_enemy_success_chance_against_this_agent_per_level_HIDDEN	character_to_character_own	1	-1.0
troy_agent_envoy_skill_spec_action_plant_informant_mod	troy_effect_add_outcome_agent_envoy_movement_mod_armies_enemy	character_to_character_own_vs_foreign_army	1	-10.0
troy_agent_envoy_skill_spec_action_plant_informant_mod	troy_effect_add_outcome_agent_spy_campaign_movement_mod_agent_enemy	character_to_character_own	1	-20.0
troy_agent_envoy_skill_spec_action_plant_informant_mod	troy_effect_agent_enemy_success_chance_against_this_agent_per_level_HIDDEN	character_to_character_own	1	-1.0
troy_agent_envoy_skill_spec_action_plant_informant_range_mod	troy_effect_add_outcome_agent_spy_campaign_movement_mod_agent_enemy	character_to_character_own	1	-20.0
troy_agent_envoy_skill_spec_action_plant_informant_range_mod	troy_effect_agent_enemy_success_chance_against_this_agent_per_level_HIDDEN	character_to_character_own	1	-1.0
troy_agent_envoy_skill_spec_action_plant_informant_range_mod_3	troy_effect_agent_critical_success_mod_agents	character_to_character_own	1	10.0
troy_agent_envoy_skill_spec_action_plant_informant_range_mod_3	troy_effect_agent_enemy_success_chance_against_this_agent_per_level_HIDDEN	character_to_character_own	1	-1.0
troy_agent_envoy_skill_spec_action_plant_informant_successful_stone	troy_effect_add_outcome_economy_mining_mod_stone	character_to_character_own_passive_local_region	1	20.0
troy_agent_envoy_skill_spec_action_plant_informant_successful_stone	troy_effect_agent_enemy_success_chance_against_this_agent_per_level_HIDDEN	character_to_character_own	1	-1.0
troy_agent_envoy_skill_spec_action_plant_informant_successful_wood	troy_effect_add_outcome_economy_mod_all_resources_wood	character_to_character_own_passive_local_region	1	20.0
troy_agent_envoy_skill_spec_action_plant_informant_successful_wood	troy_effect_agent_enemy_success_chance_against_this_agent_per_level_HIDDEN	character_to_character_own	1	-1.0
troy_agent_envoy_skill_spec_action_successful_influence_enemy_attrition_garrison	troy_effect_agent_enemy_success_chance_against_this_agent_per_level_HIDDEN	character_to_character_own	1	-1.0
troy_agent_envoy_skill_spec_action_successful_influence_enemy_attrition_garrison	troy_effect_campaign_agent_action_success_chance	character_to_character_own	1	5.0
troy_agent_envoy_skill_spec_action_successful_influence_enemy_attrition_garrison_gods	troy_effect_add_outcome_envoy_campaign_happiness	character_to_character_own_vs_foreign_settlement	1	-20.0
troy_agent_envoy_skill_spec_action_successful_influence_enemy_attrition_garrison_gods	troy_effect_agent_enemy_success_chance_against_this_agent_per_level_HIDDEN	character_to_character_own	1	-1.0
troy_agent_envoy_skill_spec_action_successful_own_influence_building_cost_mod	troy_effect_add_outcome_building_cost_mod_all	character_to_character_own_at_own_settlement	1	-10.0
troy_agent_envoy_skill_spec_action_successful_own_influence_building_cost_mod	troy_effect_agent_enemy_success_chance_against_this_agent_per_level_HIDDEN	character_to_character_own	1	-1.0
troy_agent_envoy_skill_spec_action_successful_own_influence_building_time_mod	troy_effect_add_outcome_construction_time_mod_all	character_to_character_own_passive_local_region	1	-1.0
troy_agent_envoy_skill_spec_action_successful_own_influence_building_time_mod	troy_effect_agent_enemy_success_chance_against_this_agent_per_level_HIDDEN	character_to_character_own	1	-1.0
troy_agent_envoy_skill_spec_action_successful_own_influence_building_time_mod_2	troy_effect_add_outcome_building_cost_mod_all	character_to_character_own_at_own_settlement	1	-20.0
troy_agent_envoy_skill_spec_action_successful_own_influence_building_time_mod_2	troy_effect_agent_enemy_success_chance_against_this_agent_per_level_HIDDEN	character_to_character_own	1	-1.0
troy_agent_envoy_skill_spec_action_successful_own_influence_unit_cost_mod	troy_effect_add_outcome_army_recruitment_cost_mod_all_army_units	character_to_character_own_at_own_settlement	1	-5.0
troy_agent_envoy_skill_spec_action_successful_own_influence_unit_cost_mod	troy_effect_agent_enemy_success_chance_against_this_agent_per_level_HIDDEN	character_to_character_own	1	-1.0
troy_agent_envoy_skill_spec_action_successful_own_influence_unit_cost_mod_2	troy_effect_add_outcome_army_recruitment_cost_mod_all_army_units	character_to_character_own_at_own_settlement	1	-5.0
troy_agent_envoy_skill_spec_action_successful_own_influence_unit_cost_mod_2	troy_effect_agent_enemy_success_chance_against_this_agent_per_level_HIDDEN	character_to_character_own	1	-1.0
troy_agent_envoy_skill_spec_action_upkeep_armies_mod_1	troy_effect_add_outcome_agent_envoy_campaign_movement_mod_armies_agent	character_to_character_own_emebedded	1	-10.0
troy_agent_envoy_skill_spec_action_upkeep_armies_mod_1	troy_effect_add_outcome_army_upkeep_mod_all	character_to_character_own_emebedded	1	-10.0
troy_agent_envoy_skill_spec_action_upkeep_armies_mod_1	troy_effect_agent_enemy_success_chance_against_this_agent_per_level_HIDDEN	character_to_character_own	1	-1.0
troy_agent_envoy_skill_spec_action_upkeep_armies_mod_2	troy_effect_add_outcome_economy_mod_all_resources	character_to_character_own_passive_local_region	1	10.0
troy_agent_envoy_skill_spec_action_upkeep_armies_mod_2	troy_effect_agent_enemy_success_chance_against_this_agent_per_level_HIDDEN	character_to_character_own	1	-1.0
troy_agent_envoy_skill_spec_action_upkeep_armies_mod_3	troy_effect_add_outcome_economy_mod_all_resources	character_to_character_own_passive_local_region	1	20.0
troy_agent_envoy_skill_spec_action_upkeep_armies_mod_3	troy_effect_agent_enemy_success_chance_against_this_agent_per_level_HIDDEN	character_to_character_own	1	-1.0
troy_agent_envoy_skill_spec_action_upkeep_armies_mod_melee_attack	troy_effect_add_outcome_army_effect_morale_mod	character_to_character_own_emebedded	1	-5.0
troy_agent_envoy_skill_spec_action_upkeep_armies_mod_melee_attack	troy_effect_add_outcome_army_upkeep_mod_all	character_to_character_own_emebedded	1	-10.0
troy_agent_envoy_skill_spec_action_upkeep_armies_mod_melee_attack	troy_effect_agent_enemy_success_chance_against_this_agent_per_level_HIDDEN	character_to_character_own	1	-1.0
troy_agent_envoy_skill_spec_action_upkeep_armies_mod_melee_defence	troy_effect_add_outcome_army_recruitment_cost_mod_all_army_units	character_to_character_own_passive_local_province	1	-5.0
troy_agent_envoy_skill_spec_action_upkeep_armies_mod_melee_defence	troy_effect_agent_enemy_success_chance_against_this_agent_per_level_HIDDEN	character_to_character_own	1	-1.0
troy_agent_envoy_skill_spec_campaign_movement_range	troy_effect_agent_enemy_success_chance_against_this_agent_per_level_HIDDEN	character_to_character_own	1	-1.0
troy_agent_envoy_skill_spec_campaign_movement_range	troy_effect_agent_spy_envoy_priestess_campaign_movement_mod_agent_own	character_to_character_own	1	12.0
troy_agent_envoy_skill_spec_campaign_movement_range_3	troy_effect_agent_enemy_success_chance_against_this_agent_per_level_HIDDEN	character_to_character_own	1	-1.0
troy_agent_envoy_skill_spec_campaign_movement_range_3	troy_effect_agent_spy_envoy_priestess_campaign_movement_mod_agent_own	character_to_character_own	1	12.0
troy_agent_envoy_skill_spec_enemy_critical_failure_mod	troy_effect_agent_enemy_success_chance_against_this_agent_per_level_HIDDEN	character_to_character_own	1	-1.0
troy_agent_envoy_skill_spec_enemy_critical_failure_mod	troy_effect_agent_spy_envoy_priestess_campaign_movement_mod_agent_own	character_to_character_own	1	12.0
troy_agent_envoy_skill_spec_enemy_success_rate_mod_2	troy_effect_agent_enemy_success_chance_against_this_agent_mod	character_to_character_own	1	-25.0
troy_agent_envoy_skill_spec_enemy_success_rate_mod_2	troy_effect_agent_enemy_success_chance_against_this_agent_per_level_HIDDEN	character_to_character_own	1	-1.0
troy_agent_envoy_skill_spec_immortal	troy_effect_agent_enemy_success_chance_against_this_agent_per_level_HIDDEN	character_to_character_own	1	-1.0
troy_agent_envoy_skill_spec_immortal	troy_effect_agent_spy_envoy_priestess_immortality	character_to_character_own	1	1.0
troy_agent_envoy_skill_spec_immortal_2	troy_effect_agent_enemy_success_chance_against_this_agent_per_level_HIDDEN	character_to_character_own	1	-1.0
troy_agent_envoy_skill_spec_immortal_2	troy_effect_agent_spy_envoy_priestess_immortality	character_to_character_own	1	1.0
troy_agent_envoy_skill_spec_recovery_time	troy_effect_agent_enemy_success_chance_against_this_agent_mod	character_to_character_own	1	-10.0
troy_agent_envoy_skill_spec_recovery_time	troy_effect_agent_enemy_success_chance_against_this_agent_per_level_HIDDEN	character_to_character_own	1	-1.0
