key	text	tooltip
agent_subtypes_description_text_override_troy_aeneas		true
agent_subtypes_onscreen_name_override_troy_paris	Epic Hero	true
agent_subtypes_onscreen_name_override_troy_warlord_warmonger	Warlord - Warmonger	true
agent_subtypes_description_text_override_troy_dlc1_hip_fighter_balanced		true
agent_subtypes_description_text_override_troy_dlc1_hip_fighter_disruptor		true
agent_subtypes_onscreen_name_override_troy_dlc1_hip_warlord_tactician	Warlord - Commander	true
agent_subtypes_onscreen_name_override_troy_dlc1_hip_archer_trickster	Archer - Trickster	true
agent_subtypes_description_text_override_troy_penthesilea		true
agent_subtypes_onscreen_name_override_troy_dlc1_pen_fighter_killer	Fighter - Vanquisher	true
agent_subtypes_description_text_override_troy_defender_quick		true
agent_subtypes_description_text_override_troy_fighter_killer		true
agent_subtypes_description_text_override_troy_hector		true
agent_subtypes_description_text_override_troy_agent_envoy	A wise king's greatest weapons are clever words spoken with conviction and verve.	true
agent_subtypes_onscreen_name_override_troy_dlc1_hip_fighter_killer	Fighter - Vanquisher	true
agent_subtypes_onscreen_name_override_troy_archer_skirmisher	Archer - Skirmisher	true
agent_subtypes_onscreen_name_override_troy_agent_priest	Priestess	true
agent_subtypes_onscreen_name_override_troy_fighter_balanced	Fighter - Champion	true
agent_subtypes_onscreen_name_override_troy_dlc1_pen_fighter_balanced	Fighter - Champion	true
agent_subtypes_description_text_override_troy_dlc1_hip_archer_trickster		true
agent_subtypes_description_text_override_troy_dlc1_pen_warlord_warmonger		true
agent_subtypes_onscreen_name_override_default	Hero	true
agent_subtypes_onscreen_name_override_troy_archer_trickster	Archer - Trickster	true
agent_subtypes_description_text_override_troy_sarpedon		true
agent_subtypes_description_text_override_troy_agent_seer	For the chosen of Apollo, knowledge of the future is both a blessing and a curse.	true
agent_subtypes_description_text_override_troy_paris		true
agent_subtypes_description_text_override_troy_agent_priest	The gods speak to all through the designs of the world, but only a few can decipher their meaning.	true
agent_subtypes_description_text_override_troy_dlc1_hip_warlord_warmonger		true
agent_subtypes_onscreen_name_override_troy_dlc1_pen_warlord_utility	Warlord - Mentor	true
agent_subtypes_onscreen_name_override_troy_agent_envoy	Envoy	true
agent_subtypes_onscreen_name_override_troy_agent_gorgon	Gorgon	true
agent_subtypes_onscreen_name_override_troy_dlc1_hip_fighter_disruptor	Fighter - Ravager	true
agent_subtypes_description_text_override_default		true
agent_subtypes_description_text_override_troy_archer_trickster		true
agent_subtypes_onscreen_name_override_troy_penthesilea	Epic Hero	true
agent_subtypes_onscreen_name_override_troy_dlc1_pen_warlord_warmonger	Warlord - Warmonger	true
agent_subtypes_onscreen_name_override_troy_dlc1_hip_fighter_balanced	Fighter - Champion	true
agent_subtypes_description_text_override_troy_dlc1_hip_warlord_utility		true
agent_subtypes_description_text_override_troy_defender_tank		true
agent_subtypes_description_text_override_troy_dlc1_pen_fighter_disruptor		true
