key	text	tooltip
factions_screen_name_when_rebels_troy_main_dan_ephesos	Achaean Rebels	true
factions_attack_desc_troy_main_dan_makaria	You are attacking Makaria!	true
factions_defend_desc_troy_main_trj_paris	You are defending against Paris' Trojans!	true
factions_clan_summary_name_when_shogun_troy_main_dan_athina	placeholder	true
factions_screen_adjective_troy_main_trj_agriophones	Agriophonian	true
factions_clan_summary_name_troy_main_dan_ionia	placeholder	true
factions_clan_summary_name_when_shogun_troy_main_dan_dorian_rebels	placeholder	true
factions_screen_name_troy_main_dan_ozolian_loc	Ozolian Locris	true
factions_screen_name_troy_main_dan_chersonesos	Chersonesos	true
factions_attack_desc_troy_main_dan_troizen	You are attacking Troizen!	true
factions_screen_name_troy_main_trj_ilion	Ilion Hyrtacidae	true
factions_defend_desc_troy_main_dan_sparta	You are defending against Sparta!	true
factions_clan_summary_name_troy_main_dan_dolopia	placeholder	true
factions_screen_name_when_rebels_att_fact_blue	Blue	true
factions_screen_name_when_rebels_troy_main_dan_aethaleia	Aeolian Rebels	true
factions_attack_desc_troy_main_trj_methymna	You are attacking Methymna!	true
factions_defend_desc_troy_main_dan_aethaleia	You are defending against Aethaleia!	true
factions_defend_desc_troy_main_dan_pylos_tutorial	You are defending against Pylos!	true
factions_screen_name_when_shogun_troy_main_dan_pylos	placeholder	true
factions_screen_name_when_shogun_troy_main_dan_cassopaei	placeholder	true
factions_defend_desc_troy_main_dan_teleboans	You are defending against the Teleboans!	true
factions_senator_text_n_out_of_n_troy_main_trj_manyan_phry		true
factions_senator_text_n_out_of_n_troy_main_trj_paphlagonians		true
factions_senator_text_n_out_of_n_troy_main_dan_corinthians		true
factions_senator_text_n_out_of_n_troy_main_trj_ascanian_phry		true
factions_screen_name_troy_main_dan_dolopia	Dolopia	true
factions_screen_name_troy_main_dan_ionia	Ionia	true
factions_screen_name_when_shogun_troy_main_trj_paris_separatists	placeholder	true
factions_screen_name_when_rebels_troy_main_dan_arcadians	Achaean Rebels	true
factions_screen_name_troy_main_dan_miletus	Miletus	true
factions_screen_name_when_rebels_troy_main_dan_arcadians_tutorial	Achaean Rebels	true
factions_defend_desc_troy_main_trj_agriophones	You are defending against the Agriophones tribe!	true
factions_clan_summary_name_when_shogun_troy_main_dan_phaiacians	placeholder	true
factions_senator_text_n_out_of_n_troy_main_dan_macednon		true
factions_clan_summary_name_troy_main_dan_anemoessa	placeholder	true
factions_defend_desc_troy_main_dan_mycenae_separatists	You are defending against the Mycenaean Noble Pretenders!	true
factions_screen_name_troy_main_trj_cyclops	Cyclops	true
factions_screen_name_when_rebels_troy_main_trj_mygdonians	Thracian Rebels	true
factions_senator_text_n_out_of_n_troy_main_dan_knossos		true
factions_screen_name_troy_main_dan_magnetes	Magnetes	true
factions_attack_desc_troy_main_dan_boeotians	You are attacking the Boeotians!	true
factions_senator_text_n_out_of_n_troy_main_dan_teleboans		true
factions_screen_name_troy_main_dan_narykos	Narykos	true
factions_clan_summary_name_troy_main_dan_ephesos	placeholder	true
factions_clan_summary_name_when_shogun_troy_main_trj_bottiaeans	placeholder	true
factions_clan_summary_name_troy_main_trj_bottiaeans	placeholder	true
factions_senator_text_n_out_of_n_troy_main_dan_sparta_separatists		true
factions_senator_text_n_out_of_n_troy_main_trj_lelegia_min		true
factions_senator_text_n_out_of_n_troy_main_dan_epidayrus		true
factions_screen_name_when_shogun_troy_main_dan_graea	placeholder	true
factions_attack_desc_troy_main_trj_hector_separatists	You are attacking  the Trojan Noble Pretenders!	true
factions_senator_text_n_out_of_n_troy_main_trj_ilion		true
factions_clan_summary_name_when_shogun_troy_main_dan_dolopia	placeholder	true
factions_screen_adjective_troy_main_trj_pelasgiotes	Pelasgian	true
factions_screen_name_when_rebels_troy_main_trj_dardania	Dardanian Loyalists	true
factions_screen_name_troy_main_dan_tiryns	Tiryns	true
factions_screen_name_when_shogun_troy_main_dan_boeotians	placeholder	true
factions_screen_name_when_rebels_att_fact_red	Red	true
factions_clan_summary_name_when_shogun_troy_main_dan_dindyma	placeholder	true
factions_defend_desc_troy_main_dan_athina	You are defending against Athina!	true
factions_screen_name_when_shogun_troy_main_trj_maeonians	placeholder	true
factions_screen_name_when_rebels_troy_main_trj_thrakes	Thracian Rebels	true
factions_clan_summary_name_troy_main_trj_carians	placeholder	true
factions_screen_name_troy_main_trj_lelegan_rebels	Lukka (Lycian Rebels)	true
factions_screen_name_when_rebels_troy_main_dan_meliboea	Aeolian Rebels	true
factions_clan_summary_name_troy_main_dan_kyme	placeholder	true
factions_defend_desc_troy_main_dan_pylos	You are defending against Pylos!	true
factions_screen_adjective_troy_main_trj_aethria	Aethrian	true
factions_screen_adjective_troy_main_trj_paris	Trojan	true
factions_defend_desc_troy_main_dan_mycenae	You are defending against Mycenae!	true
factions_screen_name_when_rebels_att_fact_yellow	Yellow	true
factions_screen_name_when_shogun_troy_main_dan_apaesos	placeholder	true
factions_screen_name_when_shogun_troy_main_dan_kyme	placeholder	true
factions_attack_desc_troy_main_dan_ithaca	You are attacking Ithaca!	true
factions_clan_summary_name_troy_main_dan_boeotians	placeholder	true
factions_defend_desc_troy_main_trj_ilion	You are defending against Ilion Hyrtacidae!	true
factions_screen_name_when_rebels_troy_main_dan_phyllis	Achaean Rebels	true
factions_screen_name_troy_main_dan_tantalis	Tantalis	true
factions_clan_summary_name_when_shogun_troy_main_dan_dionysias	placeholder	true
factions_screen_adjective_troy_main_dan_ozolian_loc	Ozolian Locris	true
factions_defend_desc_troy_main_trj_dardania	You are defending against Dardania	true
factions_screen_adjective_troy_main_dan_dolopians	Dolopian	true
factions_defend_desc_troy_main_dan_macednon	You are defending against Macednon!	true
factions_senator_text_n_out_of_n_troy_main_dan_dorians		true
factions_screen_adjective_troy_main_dan_arcadians	Arcadian	true
factions_defend_desc_troy_main_trj_thracian_rebels	You are defending against some unruly Thracians!	true
factions_screen_name_when_rebels_troy_main_trj_aenos	Thracian Rebels	true
factions_screen_name_troy_main_dan_troizen	Troizen	true
factions_attack_desc_troy_main_trj_edonia	You are attacking Edonia!	true
factions_senator_text_n_out_of_n_troy_main_dan_dindyma		true
factions_screen_adjective_troy_main_trj_tlawa	Tlawan	true
factions_screen_adjective_troy_main_trj_mygdonians	Mygdonian	true
factions_screen_name_troy_main_trj_mysia	Mysia	true
factions_defend_desc_troy_main_dan_phlegra	You are defending against Phlegra!	true
factions_attack_desc_troy_main_trj_maeonians_tml	You are attacking the Maeonians of Tmolos!	true
factions_screen_name_when_shogun_troy_main_dan_argos	placeholder	true
factions_clan_summary_name_when_shogun_troy_main_trj_maeonians	placeholder	true
factions_clan_summary_name_when_shogun_troy_main_dan_sparta_separatists	placeholder	true
factions_clan_summary_name_att_fact_yellow	placeholder	true
factions_screen_adjective_troy_main_dan_curetes	Curetes	true
factions_clan_summary_name_when_shogun_troy_main_dan_makaria	placeholder	true
factions_attack_desc_troy_main_dan_phaiacians	You are attacking the Phaiacians!	true
factions_clan_summary_name_troy_main_dan_phyllis	placeholder	true
factions_senator_text_n_out_of_n_troy_main_dan_miletus		true
factions_senator_text_n_out_of_n_troy_main_dan_ellopians		true
factions_clan_summary_name_troy_main_dan_teleboans	placeholder	true
factions_senator_text_n_out_of_n_troy_main_trj_edonia		true
factions_defend_desc_troy_main_trj_edonia	You are defending against Edonia!	true
factions_defend_desc_troy_main_dan_perrhaebi	You are defending against the Perrhaebi!	true
factions_screen_name_when_shogun_troy_amazons_trj_hippolyta	placeholder	true
factions_clan_summary_name_when_shogun_troy_main_dan_aethaleia	placeholder	true
factions_screen_name_when_rebels_troy_main_trj_aegaan_pel	Pelasgian Rebels	true
factions_clan_summary_name_troy_main_trj_lelegan_rebels	placeholder	true
factions_screen_name_troy_main_dan_phaiacians	Phaiacians	true
factions_screen_name_troy_main_dan_lapiths	Lapiths	true
factions_defend_desc_troy_main_trj_lelegia_min	You are defending against Lelegia Minoa!	true
factions_attack_desc_troy_main_trj_dardania_separatists	You are attacking  the Dardanian Noble Pretenders!	true
factions_clan_summary_name_when_shogun_att_fact_blue	placeholder	true
factions_clan_summary_name_when_shogun_troy_main_dan_mycenae_separatists	placeholder	true
factions_screen_name_when_rebels_troy_main_trj_carians	Lelegan Rebels	true
factions_defend_desc_troy_main_dan_achaean_rebels	You are defending against the Danaan Rebels!	true
factions_screen_name_when_shogun_troy_main_trj_ascanian_phry	placeholder	true
factions_screen_name_troy_main_trj_methymna	Methymna	true
factions_screen_name_when_rebels_troy_main_dan_graea	Aeolian Rebels	true
factions_senator_text_n_out_of_n_troy_main_dan_ozolian_loc		true
factions_clan_summary_name_when_shogun_troy_main_dan_arcadians	placeholder	true
factions_clan_summary_name_when_shogun_troy_main_dan_achilles_separatists	placeholder	true
factions_clan_summary_name_troy_amazons_trj_penthesilea	placeholder	true
factions_attack_desc_troy_main_dan_graea	You are attacking Graea!	true
factions_clan_summary_name_when_shogun_troy_amazons_trj_penthesilea	placeholder	true
factions_screen_name_when_rebels_troy_main_trj_thracian_rebels	Unruly Thracians	true
factions_clan_summary_name_when_shogun_troy_main_dan_mycenae	placeholder	true
factions_screen_name_troy_main_trj_pelasgiotes	Pelasgiotes	true
factions_attack_desc_troy_main_trj_cyclops	You are attacking the Cyclops!	true
factions_clan_summary_name_troy_main_dan_aethaleia	placeholder	true
factions_attack_desc_troy_main_dan_kyme	You are attacking Kyme!	true
factions_senator_text_n_out_of_n_troy_main_trj_paris		true
factions_screen_name_when_rebels_troy_main_trj_mysia	Thracian Rebels	true
factions_screen_adjective_troy_main_trj_pelasgians_rebels	Pelasgian	true
factions_screen_name_when_shogun_troy_main_trj_thyni	placeholder	true
factions_clan_summary_name_troy_main_dan_cassopaei	placeholder	true
factions_senator_text_n_out_of_n_att_fact_red		true
factions_senator_text_n_out_of_n_troy_main_dan_arcadians		true
factions_screen_name_troy_main_dan_corinthians	Corinthians	true
factions_clan_summary_name_when_shogun_troy_main_dan_perrhaebi	placeholder	true
factions_screen_name_when_shogun_troy_main_trj_ilion	placeholder	true
factions_clan_summary_name_troy_main_trj_imbrasos	placeholder	true
factions_clan_summary_name_troy_main_dan_chersonesos	placeholder	true
factions_clan_summary_name_troy_main_dan_narykos	placeholder	true
factions_clan_summary_name_when_shogun_att_fact_yellow	placeholder	true
factions_clan_summary_name_troy_main_trj_tlawa	placeholder	true
factions_screen_adjective_att_fact_blue	Blue	true
factions_screen_name_when_shogun_troy_main_dan_salamis	placeholder	true
factions_screen_name_when_rebels_troy_main_dan_troizen	Achaean Rebels	true
factions_screen_name_when_shogun_troy_main_trj_maeonians_tml	placeholder	true
factions_screen_adjective_troy_main_dan_antheada	Antheadan	true
factions_screen_name_when_rebels_troy_main_dan_phaiacians	Dorian Rebels	true
factions_screen_name_when_shogun_troy_main_dan_noagria	placeholder	true
factions_attack_desc_troy_main_dan_ozolian_loc	You are attacking Ozolian Locris!	true
factions_screen_name_troy_main_dan_epidayrus	Akis	true
factions_defend_desc_troy_main_trj_imbrasos	You are defending against Ilion Imbrasos!	true
factions_screen_adjective_troy_amazons_trj_hippolyta	Amazon	true
factions_clan_summary_name_troy_main_trj_tereia	placeholder	true
factions_clan_summary_name_troy_main_dan_aetolians	placeholder	true
factions_attack_desc_troy_main_trj_thracian_rebels	You are attacking some unruly Thracians!	true
factions_screen_name_when_rebels_troy_main_dan_knossos	Achaean Rebels	true
factions_clan_summary_name_troy_main_trj_agriophones	placeholder	true
factions_clan_summary_name_troy_main_dan_abantes	placeholder	true
factions_senator_text_n_out_of_n_troy_main_dan_phaiacians		true
factions_senator_text_n_out_of_n_troy_main_dan_ionian_rebels		true
factions_screen_adjective_troy_main_dan_ionia	Ionian	true
factions_screen_name_when_rebels_troy_main_dan_antheada	Achaean Rebels	true
factions_clan_summary_name_troy_main_dan_achilles_separatists	placeholder	true
factions_screen_name_when_rebels_troy_main_dan_salamis	Achaean Rebels	true
factions_screen_name_troy_main_dan_thessalians	Thessalians	true
factions_screen_name_when_shogun_troy_main_dan_tantalis	placeholder	true
factions_clan_summary_name_troy_main_dan_dionysias	placeholder	true
factions_clan_summary_name_troy_main_dan_apteron	placeholder	true
factions_screen_adjective_troy_main_dan_elis	Elis	true
factions_clan_summary_name_when_shogun_troy_main_dan_apteron	placeholder	true
factions_senator_text_n_out_of_n_troy_main_dan_dionysias		true
factions_screen_name_when_shogun_troy_main_trj_aethria	placeholder	true
factions_screen_name_when_shogun_troy_main_trj_methymna	placeholder	true
factions_senator_text_n_out_of_n_troy_main_dan_cassopaei		true
factions_screen_name_when_rebels_troy_main_trj_paeonians	Thracian Rebels	true
factions_senator_text_n_out_of_n_troy_main_trj_dardania		true
factions_attack_desc_troy_main_dan_magnetes	You are attacking the Magnetes!	true
factions_screen_adjective_troy_main_dan_anemoessa	Anemoessan	true
factions_screen_name_when_shogun_troy_main_dan_tiryns	placeholder	true
factions_screen_name_when_rebels_troy_main_trj_troy	Trojan Loyalists	true
factions_screen_name_troy_main_dan_arcadians_tutorial	Arcadians	true
factions_clan_summary_name_troy_main_trj_methymna	placeholder	true
factions_screen_name_troy_main_dan_phyllis	Phyllis	true
factions_clan_summary_name_when_shogun_troy_main_dan_ellopians	placeholder	true
factions_screen_name_troy_main_dan_ionian_rebels	Denyen of the Sea	true
factions_screen_name_when_rebels_troy_main_dan_apaesos	Aeolian Rebels	true
factions_defend_desc_troy_main_dan_meliboea	You are defending against Meliboea!	true
factions_defend_desc_troy_main_dan_tantalis	You are defending against Tantalis!	true
factions_screen_adjective_troy_main_dan_narykos	Narykos	true
factions_senator_text_n_out_of_n_troy_main_dan_sparta		true
factions_senator_text_n_out_of_n_troy_main_trj_methymna		true
factions_screen_name_when_shogun_troy_main_trj_pelasgians_rebels	placeholder	true
factions_defend_desc_troy_main_dan_dorian_rebels	You are defending against the Dorian Rebels!	true
factions_defend_desc_troy_main_dan_sparta_separatists	You are defending against the Spartan Noble Pretenders!	true
factions_clan_summary_name_when_shogun_troy_main_dan_magnetes	placeholder	true
factions_screen_adjective_troy_main_dan_ithaca	Ithaca	true
factions_screen_name_when_shogun_troy_main_dan_elis	placeholder	true
factions_screen_name_when_rebels_troy_main_dan_achaean_rebels	Danaan Rebels	true
factions_attack_desc_troy_main_dan_chersonesos	You are attacking Chersonesos!	true
factions_defend_desc_troy_main_trj_aethria	You are defending against Aethria!	true
factions_clan_summary_name_when_shogun_troy_main_dan_tiryns	placeholder	true
factions_screen_name_when_shogun_troy_main_dan_esperia	placeholder	true
factions_clan_summary_name_troy_main_dan_arcadians	placeholder	true
factions_clan_summary_name_when_shogun_troy_main_dan_macednon	placeholder	true
factions_screen_name_when_rebels_troy_main_trj_paphlagonians	Maeonian Rebels	true
factions_clan_summary_name_when_shogun_troy_main_dan_peraia	placeholder	true
factions_defend_desc_troy_main_dan_narykos	You are defending against Narykos!	true
factions_clan_summary_name_troy_main_trj_ilion	placeholder	true
factions_clan_summary_name_when_shogun_troy_main_trj_imbrasos	placeholder	true
factions_clan_summary_name_when_shogun_troy_main_dan_phyllis	placeholder	true
factions_attack_desc_troy_main_trj_aethria	You are attacking Aethria!	true
factions_screen_adjective_troy_main_dan_perrhaebi	Perrhaebi	true
factions_senator_text_n_out_of_n_troy_main_trj_maeonians_tml		true
factions_screen_name_when_shogun_troy_main_trj_carians	placeholder	true
factions_defend_desc_troy_main_trj_paris_separatists	You are defending against the Trojan Royal Pretenders!	true
factions_clan_summary_name_troy_main_trj_apsynthioi	placeholder	true
factions_clan_summary_name_troy_amazons_trj_hippolyta	placeholder	true
factions_screen_name_troy_main_trj_thrakes	Thrakes	true
factions_senator_text_n_out_of_n_troy_main_dan_ephesos		true
factions_clan_summary_name_troy_main_dan_magnetes	placeholder	true
factions_clan_summary_name_troy_main_dan_graea	placeholder	true
factions_attack_desc_troy_main_dan_narykos	You are attacking Narykos!	true
factions_screen_name_when_rebels_troy_main_dan_peraia	Ionian Rebels	true
factions_screen_name_when_shogun_troy_main_dan_ellopians	placeholder	true
factions_screen_adjective_troy_main_trj_aenos	Aenos	true
factions_senator_text_n_out_of_n_troy_main_dan_ionia		true
factions_screen_adjective_troy_main_dan_ionian_rebels	Denyen	true
factions_clan_summary_name_when_shogun_troy_main_trj_methymna	placeholder	true
factions_screen_name_when_rebels_troy_main_dan_noagria	Achaean Rebels	true
factions_clan_summary_name_when_shogun_troy_main_trj_bithyni	placeholder	true
factions_senator_text_n_out_of_n_troy_main_dan_aethaleia		true
factions_screen_name_when_rebels_troy_main_trj_tereia	Pelasgian Rebels	true
factions_defend_desc_troy_main_trj_hector	You are defending against Hector's Trojans!	true
factions_clan_summary_name_when_shogun_troy_main_dan_elis	placeholder	true
factions_clan_summary_name_troy_main_dan_rhodes	placeholder	true
factions_clan_summary_name_troy_main_trj_maeonians	placeholder	true
factions_clan_summary_name_when_shogun_troy_main_dan_achaean_rebels	placeholder	true
factions_screen_name_troy_amazons_trj_penthesilea	Penthesilea's Amazons	true
factions_attack_desc_troy_main_trj_carians	You are attacking the Carians!	true
factions_defend_desc_troy_main_dan_cassopaei	You are defending against the Cassopaei tribe!	true
factions_screen_name_when_shogun_troy_main_trj_bottiaeans	placeholder	true
factions_screen_name_troy_main_dan_athina	Athina	true
factions_attack_desc_troy_amazons_trj_hippolyta	You are attacking Hippolyta's Amazons!	true
factions_screen_adjective_troy_main_trj_hector	Trojan	true
factions_senator_text_n_out_of_n_att_fact_yellow		true
factions_screen_name_troy_main_trj_cicones	Cicones	true
factions_screen_name_when_shogun_troy_main_dan_dolopia	placeholder	true
factions_defend_desc_troy_main_dan_ithaca_separatists	You are defending against the Ithacan Noble Pretenders!	true
factions_screen_name_troy_main_dan_sparta_separatists	Spartan Noble Pretenders	true
factions_screen_name_troy_amazons_trj_hippolyta	Hippolyta's Amazons	true
factions_screen_name_when_shogun_troy_main_trj_bisaltae	placeholder	true
factions_screen_adjective_troy_main_dan_chersonesos	Chersonesos	true
factions_screen_name_when_rebels_troy_main_trj_agriophones	Pelasgian Rebels	true
factions_clan_summary_name_troy_main_dan_troizen	placeholder	true
factions_screen_name_when_rebels_troy_main_trj_lelegan_rebels	Lukka (Lycian Rebels)	true
factions_screen_name_when_shogun_troy_main_trj_paeonians	placeholder	true
factions_attack_desc_troy_main_trj_thyni	You are attacking the Thyni tribe!	true
factions_screen_adjective_troy_main_dan_graea	Graea	true
factions_clan_summary_name_troy_main_dan_mycenae_separatists	placeholder	true
factions_attack_desc_troy_main_trj_lelegia_min	You are attacking Lelegia Minoa!	true
factions_clan_summary_name_when_shogun_troy_main_dan_sparta	placeholder	true
factions_screen_adjective_att_fact_yellow	Yellow	true
factions_screen_name_when_shogun_troy_main_trj_pelasgiotes	placeholder	true
factions_screen_name_when_shogun_troy_main_trj_troy	placeholder	true
factions_screen_name_when_rebels_troy_main_dan_esperia	Aeolian Rebels	true
factions_attack_desc_troy_main_trj_maeonian_rebels	You are attacking the Maeonian Rebels!	true
factions_clan_summary_name_att_fact_blue	placeholder	true
factions_screen_name_when_rebels_troy_main_trj_bottiaeans	Pelasgian Rebels	true
factions_clan_summary_name_troy_main_trj_paeonians	placeholder	true
factions_screen_name_when_shogun_troy_main_trj_dardania_separatists	placeholder	true
factions_senator_text_n_out_of_n_troy_main_dan_lapiths		true
factions_attack_desc_troy_main_trj_cicones	You are attacking the Cicones!	true
factions_screen_name_att_fact_yellow	Yellow	true
factions_defend_desc_troy_main_trj_aenos	You are defending against Aenos!	true
factions_screen_name_when_shogun_troy_main_trj_imbrasos	placeholder	true
factions_clan_summary_name_when_shogun_troy_main_dan_cassopaei	placeholder	true
factions_screen_adjective_troy_main_dan_meliboea	Meliboean	true
factions_attack_desc_troy_main_trj_bottiaeans	You are attacking the Bottiaeans!	true
factions_attack_desc_troy_main_dan_lapiths	You are attacking the Lapiths!	true
factions_screen_adjective_troy_main_dan_mycenae	Mycenaean	true
factions_senator_text_n_out_of_n_troy_main_dan_anemoessa		true
factions_clan_summary_name_troy_main_trj_manyan_phry	placeholder	true
factions_clan_summary_name_when_shogun_troy_main_dan_corinthians	placeholder	true
factions_attack_desc_att_fact_blue	You are attacking Red Shield!	true
factions_clan_summary_name_troy_main_dan_athina	placeholder	true
factions_screen_name_troy_main_dan_aeolian_rebels	Shekelesh	true
factions_senator_text_n_out_of_n_troy_main_trj_carians		true
factions_screen_name_when_shogun_troy_main_dan_epidayrus	placeholder	true
factions_screen_adjective_troy_main_trj_thrakes	Thracian	true
factions_attack_desc_troy_main_trj_paris_separatists	You are attacking  the Trojan Royal Pretenders!	true
factions_screen_name_when_rebels_troy_main_trj_paris_separatists	Trojan Royal Pretenders	true
factions_attack_desc_troy_main_dan_dorian_rebels	You are attacking the Dorian Rebels!	true
factions_senator_text_n_out_of_n_troy_main_trj_agriophones		true
factions_screen_name_when_shogun_troy_main_dan_phlegra	placeholder	true
factions_senator_text_n_out_of_n_troy_main_dan_perrhaebi		true
factions_senator_text_n_out_of_n_troy_main_dan_curetes		true
factions_defend_desc_troy_main_trj_manyan_phry	You are defending against the Manyan Phrygians!	true
factions_clan_summary_name_troy_main_trj_aenos	placeholder	true
factions_clan_summary_name_troy_main_trj_thracian_rebels	placeholder	true
factions_screen_name_when_rebels_troy_main_trj_hector_separatists	Trojan Noble Pretenders	true
factions_senator_text_n_out_of_n_troy_main_trj_cicones		true
factions_clan_summary_name_troy_main_trj_mysia	placeholder	true
factions_attack_desc_troy_main_dan_salamis	You are attacking Salamis!	true
factions_screen_name_when_shogun_troy_main_trj_lycia_separatists	placeholder	true
factions_screen_adjective_troy_main_dan_ephesos	Ephesos	true
factions_screen_name_troy_main_dan_perrhaebi	Perrhaebi	true
factions_attack_desc_troy_main_trj_manyan_phry	You are attacking the Manyan Phrygians!	true
factions_senator_text_n_out_of_n_troy_main_trj_imbrasos		true
factions_clan_summary_name_when_shogun_troy_main_dan_asia	placeholder	true
factions_screen_name_troy_main_trj_maeonian_rebels	Maeonian Rebels	true
factions_screen_name_when_rebels_troy_main_dan_asia	Achaean Rebels	true
factions_clan_summary_name_troy_main_trj_aethria	placeholder	true
factions_defend_desc_troy_main_dan_tiryns	You are defending against Tiryns!	true
factions_defend_desc_troy_main_dan_arcadians_tutorial	You are defending against the Arcadians!	true
factions_senator_text_n_out_of_n_troy_main_trj_mygdonians		true
factions_senator_text_n_out_of_n_troy_main_dan_salamis		true
factions_screen_name_when_shogun_troy_main_dan_sparta	placeholder	true
factions_senator_text_n_out_of_n_troy_main_dan_kyme		true
factions_screen_name_when_rebels_troy_main_trj_paris	Paris' Loyalists	true
factions_screen_name_when_shogun_troy_main_dan_thessalians	placeholder	true
factions_clan_summary_name_when_shogun_troy_main_dan_curetes	placeholder	true
factions_clan_summary_name_when_shogun_troy_main_dan_epidayrus	placeholder	true
factions_screen_name_when_rebels_troy_main_dan_miletus	Achaean Rebels	true
factions_defend_desc_troy_main_trj_tereia	You are defending against Tereia!	true
factions_attack_desc_troy_main_trj_lelegan_rebels	You are attacking the Lukka (Lycian Rebels)!	true
factions_screen_name_when_rebels_troy_main_trj_maeonians	Maeonian Rebels	true
factions_attack_desc_troy_main_dan_esperia	You are attacking Esperia!	true
factions_clan_summary_name_when_shogun_troy_main_dan_abantes	placeholder	true
factions_screen_name_when_shogun_troy_main_dan_chersonesos	placeholder	true
factions_defend_desc_troy_main_trj_methymna	You are defending against Methymna!	true
factions_screen_name_when_rebels_troy_main_dan_curetes	Achaean Rebels	true
factions_screen_name_when_shogun_troy_main_trj_agriophones	placeholder	true
factions_clan_summary_name_when_shogun_troy_main_dan_phlegra	placeholder	true
factions_screen_name_when_shogun_troy_main_dan_narykos	placeholder	true
factions_screen_adjective_troy_main_trj_maeonians_tml	Maeonian	true
factions_clan_summary_name_when_shogun_troy_main_dan_kyme	placeholder	true
factions_senator_text_n_out_of_n_troy_main_trj_dardania_separatists		true
factions_defend_desc_troy_main_dan_thessalians	You are defending against the Thessalians!	true
factions_senator_text_n_out_of_n_troy_main_dan_magnetes		true
factions_attack_desc_troy_main_dan_tantalis	You are attacking Tantalis!	true
factions_defend_desc_troy_main_trj_cyclops	You are defending against the Cyclops!	true
factions_clan_summary_name_when_shogun_troy_main_dan_boeotians	placeholder	true
factions_screen_adjective_troy_main_dan_tiryns	Tiryns	true
factions_screen_adjective_troy_main_dan_achilles	Phthian	true
factions_attack_desc_troy_main_dan_dindyma	You are attacking Dindyma!	true
factions_clan_summary_name_when_shogun_troy_main_trj_paeonians	placeholder	true
factions_screen_name_when_shogun_troy_main_trj_cicones	placeholder	true
factions_screen_name_when_rebels_troy_main_dan_sparta_separatists	Spartan Noble Pretenders	true
factions_screen_name_troy_main_dan_kyme	Kyme	true
factions_attack_desc_troy_main_dan_elis	You are attacking Elis!	true
factions_clan_summary_name_when_shogun_troy_main_trj_thyni	placeholder	true
factions_attack_desc_troy_main_dan_apteron	You are attacking Apteron!	true
factions_defend_desc_troy_main_dan_achilles	You are defending against Phthia!	true
factions_attack_desc_troy_main_trj_bisaltae	You are attacking Bisaltae!	true
factions_screen_name_troy_main_dan_noagria	Noagria	true
factions_screen_name_when_rebels_troy_main_dan_tantalis	Achaean Rebels	true
