key	text	tooltip
ui_text_replacements_localised_text_hp_description_hero_battle_ability_common_pain_barrier	Increases the Hero's damage resistance.	true
ui_text_replacements_localised_text_hp_campaign_sieges_breaking	The attacker may choose to break the siege at any time via the Siege panel, prompting the army to move outside the settlement’s zone of control. Any siege equipment already built will be lost. Breaking siege may be a wise choice if another enemy army enters the settlement's zone of control, swinging the odds in the defender's favour in any battle which may ensue!	true
ui_text_replacements_localised_text_hp_title_inspire_causes_fear	Inspire: Causes Fear	true
ui_text_replacements_localised_text_hp_description_unit_spears_2	A major military innovation of the Early Bronze Age, the spear remained an important weapon well into the Trojan War. With a wooden shaft sometimes as long as three metres and tipped with a head of sharpened bronze, they were typically held in both hands and used for thrusting, or braced firmly against the ground to receive the enemy's charge. Spearmen were especially vulnerable when facing highly-mobile units during long melee engagements; when equipped with shields and drilled into tight formations, however, they could form a deadly wall, impervious to missile fire and enemy charges.	true
ui_text_replacements_localised_text_hp_title_muster_field	Muster Field	true
ui_text_replacements_localised_text_hp_hippolyta_roster_dlc1_followers_of_artemis	Followers Of Artemis	true
ui_text_replacements_localised_text_troy_effect_text_agent_add_wood	%+n to amount of wood received on the next turn	true
ui_text_replacements_localised_text_hp_gameplay_hero_warlord_desc_04	Commander Heroes specialise in supporting allied units, granting them bonuses in battle.	true
ui_text_replacements_localised_text_hp_title_wicked_bronze	The Life of Bronze	true
ui_text_replacements_localised_text_hp_title_slingers	Slingers	true
ui_text_replacements_localised_text_hp_campaign_armies_upkeep_1	Every unit in an army costs resources each turn to keep in the field. More expensive and elite troops have a greater upkeep cost than cheaper, lower-tier units. Disbanding units from idle armies is a useful way to keep your turn-by-turn expenditure down. This can be done using the Disband button which appears on the Army panel when a unit card is selected. Note that you can view a complete summary of your incomings and outgoings by clicking the Treasury button at the top left-hand side of the campaign map.	true
ui_text_replacements_localised_text_hp_agent_actions_envoy_dissent_flavour_desc	The envoy mutters darkly of uncertainty and discord among the local people, decreasing confidence in the enemy's regime whilst simultaneously promoting their own.	true
ui_text_replacements_localised_text_hp_title_inspire_unbreakable	Inspire: Unbreakable	true
ui_text_replacements_localised_text_hp_gaf_bio_zeus_2	When Cronus learned that his descendants would one day overthrow him, he endeavoured to swallow all of his children except for Zeus, whom his mother Rhea had replaced with a rock. The Titan's youngest son later returned to poison him, forcing him to disgorge his progeny,  which included Hera, Hades, and Poseidon. Then, as prophesised, Zeus and his siblings defeated him in a series of battles called the Titanomachy, winning dominion over the universe. The Olympians shared their newly-won kingdom among themselves, with Zeus inheriting the throne.\\n\\n	true
ui_text_replacements_localised_text_hp_title_beach_warehouse	Beach Warehouse	true
ui_text_replacements_localised_text_hp_gaf_bio_ares_1	Gender: Male\\n\\nRealms of influence: War, courage\\n\\nSymbols: Swords, dogs\\n\\nParents: Zeus and Hera\\n\\nNotable consort: Aphrodite\\n\\nNotable children: Phobos, Deimos, Hippolyta\\n\\n	true
ui_text_replacements_localised_text_hp_description_unit_hittites	Although they are never mentioned by name in the Iliad, the powerful Anatolian kingdom of Hatti would have certainly been involved in the events of the Trojan War. Hittite writings contemporary to the Trojan War corroborate the broad strokes of Homer's account; Troy was known to them as Wilusa, and their historical records mention Alaksandu, a likely reference to Alexander, another name for Paris. It is likely that the Hittite king sent troops to assist the Wilusans, to honour a prior mutual assistance treaty and prevent an Achaean incursion into Anatolia.	true
ui_text_replacements_localised_text_hp_description_unit_ability_master_ambusher	This unit can move whilst hidden in any terrain, firing in any direction, even whilst running!	true
ui_text_replacements_localised_text_hp_title_menelaus_unit_roster	Menelaus Unit Roster	true
ui_text_replacements_localised_text_hp_title_stance_encamp	Encamp Stance 	true
ui_text_replacements_localised_text_hp_description_hero_battle_ability_warlord_distract_deceive	Greatly reduces the melee defence of a targeted enemy unit.	true
ui_text_replacements_localised_text_hp_title_victory_points	Victory Points	true
ui_text_replacements_localised_text_troy_main_fm_priam_obj_fighting_achaeans_title	Defeat the Achaeans	true
ui_text_replacements_localised_text_troy_story_dilemma_choice_no_oath_danaans_desc	You will not openly declare your support for the Danaans. While you remain free to make decisions, you should be aware of hidden treachery from other Danaans.	true
ui_text_replacements_localised_text_hp_title_building_dorian_labourers_houses	Dorian Labourers' Houses	true
ui_text_replacements_localised_text_hp_title_processions_to_aphrodite	Processions to Aphrodite	true
ui_text_replacements_localised_text_hp_title_unit_weight_class_medium	Weight Class: Medium	true
ui_text_replacements_localised_text_cancel_demolish_building_once_settled	[[col:yellow]]This horde needs to be placed into the [[img:icon_encamp_stance]][[/img]]Encamp stance in order to finish demolishing this building. Left-click to cancel the order.[[/col]]	true
ui_text_replacements_localised_text_troy_main_fm_priam_mission_recruit_chariot_title	The Wheels of Troy	true
ui_text_replacements_localised_text_hp_description_unit_gorgon	The three Gorgons were powerful mythological figures whose origins are as ancient as Zeus himself. They were depicted as hideous women with hair of living snakes and such dreadful faces that men would turn to stone at a mere glance. Legend claims the great Perseus slayed the Gorgon Medusa, avoiding her petrifying stare by looking at her in the reflection of his shield. The hero later gave the monster's head to Athena, who, according to Homer, affixed it to her mighty aegis. In the Iliad, a replica of the terrifying visage also adorned Agamemnon's shield throughout the Trojan War.	true
ui_text_replacements_localised_text_hp_description_troy_myth_harpies	During the Late Bronze Age, the lands were vast and shrouded in mystery. Sudden, mysterious disappearances of people or livestock were common and were often attributed to the harpies, mythical creatures depicted as winged women with the lower bodies of birds.	true
ui_text_replacements_localised_text_hp_agent_actions_envoy_denounce_flavour_desc	The envoy decries a rival agent's misdeeds against the people, inciting the locals to punish them in accordance with, and to the fullest extent of, the law.	true
ui_text_replacements_localised_text_hp_title_woodcutters_lodge	Woodcutter's Lodge	true
ui_text_replacements_localised_text_troy_main_incident_lightning_storm_aphrodite_desc	Aphrodite has often sown discord among the gods, and surely it is no different this time. Whatever the goddess has done to cause the ire of the king of Olympus, you suspect his anger is more than justified.	true
ui_text_replacements_localised_text_hp_penthesilea_dlc1_effigy_of_athena	Effigy of Athena	true
ui_text_replacements_localised_text_hp_gameplay_antagonist_plan_title	Antagonist Plans	true
ui_text_replacements_localised_text_effect_scopes_own_characters	(own characters)	true
ui_text_replacements_localised_text_hp_gameplay_trojan_horses_beasts_desc_03	Both siege weapons can be constructed from the siege interface prior to a battle; their construction requires manpower, a resource that is dependent on the size of the besieging army. Once they have been constructed, they are assigned to a unit on the battlefield, and are dismantled once the battle is concluded.	true
ui_text_replacements_localised_text_hp_description_bankruptcy	Should any of your resource stockpiles fall to zero, you will go bankrupt. Bankruptcy generally occurs due to overspending on military recruitment or civic construction - i.e. if military upkeep exceeds per-turn income, the gradual loss of funds will result eventually result in bankruptcy. If you go bankrupt, Happiness will suffer and your armies will begin to desert. When approaching bankruptcy, steps must be taken to balance the books. Disbanding units to re-coup their upkeep cost, brokering fresh Barter agreements, or constructing buildings that bring in income are the most effective methods of bolstering your treasury, but remember you can also defeat foreign Heroes or just raid enemy territory for a short-term gain.	true
ui_text_replacements_localised_text_hp_title_trojans	Trojans	true
ui_text_replacements_localised_text_hp_title_building_walled_city	Walled City	true
ui_text_replacements_localised_text_hp_campaign_description_razing	A faction may choose to raze a settlement after defeating its defenders in battle. Razing a settlement burns it to the ground and leaves it abandoned.	true
ui_text_replacements_localised_text_hp_description_unit_ability_att_excellent	Excellent units have been well trained, armed and armoured, and are often professional warriors who take their work seriously, considering combat as more of a divine calling than merely an order from a mortal of superior status.	true
ui_text_replacements_localised_text_hp_help_aristea_04	Once your Aristeia bar is full, trigger your "Aristeia" ability to gain awe-inspiring bonuses to your battle abilities for a limited time. Make sure to time using it to a key moment in a given battle, as when well-timed it can turn certain defeat into a spectacular victory. Be careful, however: the enemy Hero has their own "Aristeia" ability also!	true
ui_text_replacements_localised_text_troy_main_favour_gain_prefix	Favour of	true
ui_text_replacements_localised_text_hp_title_hero_battle_ability_fighter_threads_of_fate	Threads of Fate	true
ui_text_replacements_localised_text_troy_main_fm_achilles_hot_blooded_enraged_reached_dilemma_choice_2_title	Calm Achilles down with an offering.	true
ui_text_replacements_localised_text_hp_title_marble_marketplace	Marble Marketplace	true
ui_text_replacements_localised_text_hp_hero_sarpedon_fm_lycian_trade_missions_03	Subvert Agreement\\nLycia can take advantage of a barter agreement between foreign kingdoms, subverting it to his own ends to effectively ‘steal’ it. By targeting a barter agreement in this manner, the existing agreement will transfer instead to Lycia and the targeted faction.	true
ui_text_replacements_localised_text_hp_description_battle_battlefield	Broadly speaking, the battlefield is the playable area in which a battle takes place, boxed in by the outfield, its boundary marked by a red line. The line is highlighted when approached with the camera. Battles cannot be fought in the outfield and units that pass over the boundary cannot be recovered or rallied. There are many terrain types that may feature on a battlefield. Terrain can be both advantageous and disadvantageous, depending on army composition, numbers, and whether you are attacking or defending. The most satisfying victories are those which marry superior tactics and with clever use of battlefield topography, even in the face of the most overwhelming odds. The full extent of a battlefield can be viewed on the radar map or the tactical map, accessed via the dedicated button on the battle HUD.	true
ui_text_replacements_localised_text_frontend_pen_fm_horde_1	[[img:penthesilea_flag]][[/img]]Your army is a horde – you roam the world and own no settlements.	true
ui_text_replacements_localised_text_hp_hero_achilles_fm_overview	Achilles constantly seeks out new rivals to defeat to prove he is the greatest warrior in the world. He is also prone to great mood swings that affect his faction in unique ways.	true
ui_text_replacements_localised_text_hp_title_building_statue_of_agamemnon	Statue of Agamemnon	true
ui_text_replacements_localised_text_hp_building_description_amazons_hippolyta_missile	Artemis, twin sister to Apollo, was associated with the moon, wild beasts, and women. She was credited with inventing the bow along with her brother, and was often depicted on the hunt for forest animals, making her the patron of archery and hunting. She was also known as a protector of women throughout Achaea and Anatolia; in Attica, for instance, pre-pubescent girls were sent to her sanctuary at Brauron, where they would serve her for a year. Despite her maidenhood, she was considered a maternal goddess across Asia Minor, guarding women's vows of chastity or assisting mothers with childbirth.	true
ui_text_replacements_localised_text_troy_early_game_mission_control_province_title_1	Thirst for Conquest	true
ui_text_replacements_localised_text_hp_description_campaign_save_load	The game can be saved from the campaign map. Simply open the main menu in the top left-hand corner of the screen (or hit Escape) and select the save option. You can also quick save the game by pressing Ctrl + S at any point during your turn. Save games can also be loaded from the front end and from the campaign map in the same way. Pressing Ctrl + L from the campaign map will load the last save you made.	true
ui_text_replacements_localised_text_hp_description_game_guide_battle_way_points	Holding down Shift when right-clicking to move a unit creates a waypoint. Keep it held down and continue right-clicking to create a path of waypoints for it to follow. This is useful for navigating battle terrain precisely, in case the direct path is more treacherous, or outflanking the enemy. 	true
ui_text_replacements_localised_text_hp_description_stone_quarry_settlement	This settlement produces stone – a vital resource for the construction of higher level buildings.	true
ui_text_replacements_localised_text_wh2_intro_campaign_character_info_1	General information about the selected character is shown here.	true
ui_text_replacements_localised_text_troy_effect_text_agent_spy_envoy_priestess_fail_act_again	This agent's action points will not be drained if an action fails	true
ui_text_replacements_localised_text_hp_campaign_sieges_sallying_out_2	If the defending stationed army chooses to sally out, the settlement’s garrison (and any other armies friendly to the defenders within the settlement’s zone of control) will join it in an open land battle against the attacker in front of the city. Likewise, if an army friendly to the settlement defender enters the settlement’s zone of control and attacks the besieging army, the settlement’s garrison and the defending army will sally out and join the battle.	true
ui_text_replacements_localised_text_antagonist_behaviour_conquest	Your sworn enemies are now focusing their military efforts on conquering your settlements. They are attempting to defeat your troops in key regions, then strengthen their defences to withstand the inevitable retaliation. This expansion must be stopped at once!	true
ui_text_replacements_localised_text_troy_main_fm_priam_mission_brother_troy_title	In Priam's Presence	true
ui_text_replacements_localised_text_hp_title_major_settlement	Major Settlement	true
ui_text_replacements_localised_text_hp_title_hero_battle_ability_warlord_zeus_wrath	Zeus' Wrath	true
ui_text_replacements_localised_text_hp_campaign_point_2_terrain_types	Armies can use their zones of control to block narrow passes.	true
ui_text_replacements_localised_text_hp_hyppolyta_dlc1_training_range	Training Range	true
ui_text_replacements_localised_text_hp_title_administration_lumber_warehouse	Administration: Lumber Warehouse	true
ui_text_replacements_localised_text_hp_title_dorian_labourers_camp	Dorian Labourers' Camp	true
ui_text_replacements_localised_text_hp_title_unit_elite_heavy_javelins	Elite Heavy Javelins	true
ui_text_replacements_localised_text_hp_title_divine_errand	Divine Errand	true
ui_text_replacements_localised_text_hp_campaign_royal_decrees_3	Royal decrees take time to prepare. Each decree has a number beside it indicating the turns required before the decree is issued and its effect becomes active.	true
ui_text_replacements_localised_text_trojan_horse_battle_confirmation_prompt	Are you ready to fight the battle for Troy?	true
ui_text_replacements_localised_text_hp_title_hero_battle_ability_defender_divine_regeneration	Divine Regeneration	true
ui_text_replacements_localised_text_troy_main_consequences_revealed	The consequences of this action will be revealed in time...	true
ui_text_replacements_localised_text_troy_mtp_campaign_diplomacy_panel_quick_deal	Click the Quick Deal button to show a list of common treaty types.	true
ui_text_replacements_localised_text_hp_title_unit_ability_chameleon	Chameleon	true
ui_text_replacements_localised_text_hp_description_unit_ability_att_charge_strong	As the name suggests, units with a devastating charge are able to break and crush their adversaries, who will be able to offer little or no resistance to their powerful, battle-winning attack. 	true
ui_text_replacements_localised_text_mount_chariot_melee_heavy_name	Reinforced Melee Chariot	true
ui_text_replacements_localised_text_hp_title_hippolyta_unique_buildings	Hippolyta Unique Buildings	true
ui_text_replacements_localised_text_troy_main_fm_achilles_hot_blooded_depressed_reached_dilemma_choice_1_title	Let Achilles grieve for the dead.	true
ui_text_replacements_localised_text_frontend_ach_fm_hot_blooded_3	[[img:achilles_flag]][[/img]]Grieving: increased divine favour and experience gained for units but reduced factionwide happiness.	true
ui_text_replacements_localised_text_troy_gods_effect_bundle_artemis_prayer_title	Prayer to Artemis	true
ui_text_replacements_localised_text_effect_scopes_adjacent_regions	(adjacent regions)	true
ui_text_replacements_localised_text_hp_title_game_guide_campaign_revealing_the_map	Revealing the Map	true
ui_text_replacements_localised_text_troy_effect_text_agent_envoy_piercing_damage	%+n% to armour-piecing damage of this army	true
ui_text_replacements_localised_text_hp_agent_actions_envoy_dispensation_title	Dispensation	true
ui_text_replacements_localised_text_effect_scopes_own_characters_factionwide	(own characters factionwide)	true
ui_text_replacements_localised_text_hp_title_unbreakable	Unbreakable	true
ui_text_replacements_localised_text_hp_title_hector_unique_buildings	Hector Unique Buildings	true
ui_text_replacements_localised_text_treasury	Treasury	true
ui_text_replacements_localised_text_hp_campaign_description_unit_exchange_panel	The Unit Exchange panel appears when a controlled army is sent to exchange units with another controlled army.	true
ui_text_replacements_localised_text_hp_title_unit_ability_sniping	Sniping	true
ui_text_replacements_localised_text_troy_effect_text_buildings_replenishment	%+n% to casualty replenishment rate in this province	true
ui_text_replacements_localised_text_antagonist_behaviour_outmaneuver	Your scouts indicate that the enemy forces are avoiding direct confrontation with your troops. They march to outmanoeuvre your warriors and avoid pitched battles, choosing instead to strategically harass strategic targets before moving on.	true
ui_text_replacements_localised_text_hp_title_building_temple_of_zeus	Temple of Zeus	true
ui_text_replacements_localised_text_troy_story_dilemma_choice_oath_danaans_title	Support the Danaans	true
ui_text_replacements_localised_text_hp_agent_actions_priestess_dread_desc	When using this action, the priestess declares the gods have ordained a terrible fate for the targeted army, reducing the morale of all its units.	true
ui_text_replacements_localised_text_hp_title_militia	Militia	true
ui_text_replacements_localised_text_hp_description_hero_battle_ability_archer_flights_of_artemis	Increases the Hero's movement speed and missile damage.	true
ui_text_replacements_localised_text_hp_building_description_main_mycenae_champion_hall	As Agamemnon gained power around the Aegean, he came to rely on a number of officials who governed in his name through Mycenae. The sovereign, called 'wanax' in ancient texts, ruled from his palace in the capital, from whence he established taxation and passed laws. Under him were the 'lawagetas', the leaders of the people. These landholders were in charge of keeping the peace across the land and commanded the king's armies in battle; they reigned from their own regional fortresses, extending their ruler's influence to the far reaches of Mycenaean Greece.	true
ui_text_replacements_localised_text_hp_hippolyta_roster_dlc1_black_spears	Black Spears	true
ui_text_replacements_localised_text_troy_effect_text_agent_add_gold	%+n to amount of gold received on the next turn	true
ui_text_replacements_localised_text_hp_description_advanced_controls	There are a variety of more advanced methods for issuing instructions to selected units once basic manoeuvring is learned. Use the cursor keys to nudge selected units into position, for example. 	true
ui_text_replacements_localised_text_fight_battle_tooltip_type_settlement	Fight Battle||Manually fight the battle outside of the settlement.	true
ui_text_replacements_localised_text_troy_effect_text_faction_influence_factionwide	%+n to influence factionwide	true
ui_text_replacements_localised_text_hp_title_building_effigy_of_ares	Effigy of Ares	true
ui_text_replacements_localised_text_hp_description_boulder_toss	The unit hurls a huge boulder towards an enemy unit, causing a great deal of damage.	true
ui_text_replacements_localised_text_effect_scopes_enemy_agents_regionwide	(enemy agents in this region)	true
ui_text_replacements_localised_text_troy_st_province_6	Click this button to see information about the garrison forces protecting the settlements in this province.	true
ui_text_replacements_localised_text_hp_penthesilea_dlc1_battle_mentors	Battle Mentors	true
ui_text_replacements_localised_text_hp_title_building_priams_palace	Priam's Palace	true
ui_text_replacements_localised_text_hp_description_siege_weapons	The walls and gates of a major settlement are a formidable obstacle to any would-be attacker. This is why attackers often bring siege engines to scale the walls or break the gates down.	true
ui_text_replacements_localised_text_select_next_army	Select next army	true
ui_text_replacements_localised_text_hp_description_unit_ability_stalk	Silent yet deadly, this unit can move while hidden in any terrain.	true
ui_text_replacements_localised_text_hp_help_scripted_tours_03	You can repeat a scripted tour as often as you need to.	true
ui_text_replacements_localised_text_troy_story_effect_bundle_danaans	You have sworn to fight for the Danaans, and now enjoy the loyalty of their leaders.	true
ui_text_replacements_localised_text_troy_effect_text_army_recruitment_cost_mod_all_army_units	%+n% to recruitment cost of all army units	true
ui_text_replacements_localised_text_hp_help_character_details_04	The Details tab gives you an overview of your Hero, as well as a list of traits currently active for that Hero. You can mouseover each trait to read an explanation.	true
ui_text_replacements_localised_text_hp_title_processions_to_athena	Processions to Athena	true
ui_text_replacements_localised_text_hp_agent_actions_envoy_astray_flavour_desc	The envoy deliberately supplies incorrect information to the enemy army, causing them to lose their way and preventing them from reaching their destination.	true
ui_text_replacements_localised_text_troy_main_fm_achilles_hot_blooded_depressed_reached_dilemma_choice_1_desc	Achilles will enter grieving mode, affecting both his faction and his own army.	true
ui_text_replacements_localised_text_hp_gameplay_trojan_horses_poseidon_desc_01	One possible explanation for the Trojan Horse is an ill-timed earthquake bringing down its impregnable walls. The horse was the symbol of Poseidon, lord of the depths but also of earthquakes, and the mercurial Olympian was known for his hatred of the fabled city.	true
ui_text_replacements_localised_text_hp_title_unit_shielded_clubmen	Shielded Clubmen	true
ui_text_replacements_localised_text_hp_title_hero_battle_ability_warlord_taunt	Taunt	true
ui_text_replacements_localised_text_hp_title_unit_renowned_club_warriors	Renowned Club Warriors	true
ui_text_replacements_localised_text_hp_description_unit_ability_charging	This unit is an expert in, and most effective when, charging the enemy. It is less effective in melee, so for best results charge, pull back, and charge again.	true
ui_text_replacements_localised_text_hp_title_unit_ability_immune_to_flanking	Immune to Flanking	true
ui_text_replacements_localised_text_hp_title_game_guide_campaign_UI_provinces_list	The Provinces List	true
ui_text_replacements_localised_text_hp_description_battle_time_limits	Unless you switch it off in the front end, campaign battles have a time limit, whereby the defenders will win if they survive until the timer runs down to zero. Similarly, siege battles are won by the besieging force if it can capture and hold victory points or destroy the defending army, but the defender wins if they repel the attacking force or survive until the time limit expires. 	true
ui_text_replacements_localised_text_troy_main_fm_aeneas_divine_mission_rank_up_title	The Labours of Aeneas	true
ui_text_replacements_localised_text_hp_title_building_priams_gardens_paris	Priam's Gardens	true
ui_text_replacements_localised_text_hp_title_nomadic_sacraments	Nomadic Sacraments	true
ui_text_replacements_localised_text_troy_main_tutorial_scripted_tour_gods_and_favor_4	Click on the Hecatomb button to initiate the sacrifice.	true
ui_text_replacements_localised_text_hp_gameplay_realms_desc_02	Not all realms are created equal: some of them, like Rhodes, are fairly small, while Mycenae covers many different regions.	true
ui_text_replacements_localised_text_hp_description_garrison	Garrison buildings increase the number or quality of the garrison units defending the settlement during battle.	true
ui_text_replacements_localised_text_troy_st_divine_will_6	Then click on the Prayer button.	true
ui_text_replacements_localised_text_hp_description_unit_battering_ram	An ancient weapon pioneered by the Assyrians, the battering ram played a key role in siege battles throughout history. The device's earlier versions featured a large trunk, with a ram-shaped iron cap, that was suspended from a wooden frame which could be swung against walls or gates by moving the whole structure back and forth. While historical accounts of the Trojan War make no references to battering rams, it is still possible that they were employed during the conflict: if so, they might have been misremembered as mythological creatures, given their animal-like appearance and the use of soaked hides to counter flaming arrows.	true
ui_text_replacements_localised_text_hp_title_initiation_rites	Initiation Rites	true
ui_text_replacements_localised_text_hp_campaign_title_pre_battle_options	Pre-battle Options	true
ui_text_replacements_localised_text_troy_divine_will_athena_cult_level_1_title	Protector of Cities	true
ui_text_replacements_localised_text_hp_title_achilles_phthia	Achilles (Phthia)	true
ui_text_replacements_localised_text_troy_effect_text_economy_mod_all_resources_wood	%+n% to wood income per turn	true
ui_text_replacements_localised_text_prebattle_title_intercepted	Ambush Failed!	true
ui_text_replacements_localised_text_hp_title_game_guide_campaign_UI_missions_list	The Missions & Quests List	true
ui_text_replacements_localised_text_hp_agent_actions_priestess_exaltation_target	Target: Own settlement	true
ui_text_replacements_localised_text_hp_title_truth_behind_the_legend	Truth Behind the Legend	true
ui_text_replacements_localised_text_hp_title_inspired_aim	Inspired Aim	true
ui_text_replacements_localised_text_hp_agent_actions_priestess_exaltation_title	Ritual of Exaltation	true
ui_text_replacements_localised_text_hp_gameplay_campaign_victory_personal_02	Homeric victories represent a path to supremacy tied closely to each Epic Hero’s history and goals; for instance, Menelaus must recapture Helen, while Achilles, seeking to prove he is the greatest warrior in the world, must reach his maximum level.	true
ui_text_replacements_localised_text_troy_early_game_mission_recruit_x_units_title_1	Muster the Troops	true
ui_text_replacements_localised_text_troy_main_tutorial_scripted_tour_diplomacy_14	The right-hand Relations tab contains the other faction's diplomatic summary.	true
ui_text_replacements_localised_text_troy_divine_will_hera_cult_level_3_title	Divine Protection	true
ui_text_replacements_localised_text_hp_description_unit_abilities	Many of the units in the game have access to a variety of attributes that provide bonuses on the battlefield.	true
ui_text_replacements_localised_text_troy_st_province_2	This is the settlement's main building. It is vital for the construction and upgrade of buildings, as they are the main way to develop your faction, obtain resources, recruit units and Heroes, and gain a variety of beneficial effects.	true
ui_text_replacements_localised_text_hp_title_building_statue_of_achilles	Statue of Achilles	true
ui_text_replacements_localised_text_troy_early_game_mission_make_barter_agreement_title_2	Sharing the Wealth	true
