image_path	key	localised_description	localised_name	unlocked_at_rank	is_background_skill	is_female_only_background_skill	is_male_only_background_skill	background_weighting	influence_cost	skill_colour	wtf2
skill_node_icon_generic_influence.png	troy_agent_envoy_skill_action_influence_enemy_time_mod	People are so easily provoked if you know which strings to pull.	Inciter 	0	false	false	false	0.0	0		
skill_node_icon_generic_agent_envoy.png	troy_agent_envoy_skill_action_influence_own_time_mod	Committed to their kingdom and steadfast in their beliefs, this one shares their convictions, that people might think as they do.	Dedicated Subject	0	false	false	false	0.0	0		
skill_node_icon_generic_influence.png	troy_agent_envoy_skill_action_influence_own_time_mod_2	When this one speaks, others invariably listen. It's a most useful skill to develop.	Rhetorician	0	false	false	false	0.0	0		
skill_node_icon_generic_agent_action_embed.png	troy_agent_envoy_skill_action_movement_own_army_mod	This one knows how to read the stars so that their forces may be guided more accurately.	Stargazer	0	false	false	false	0.0	0		
skill_node_icon_generic_agent_action_vs_enemy _character.png	troy_agent_envoy_skill_action_plant_informant_cannot_fail	"You know you can trust me, don't you?"	The Perfect Friend	0	false	false	false	0.0	0		
skill_node_icon_generic_sight.png	troy_agent_envoy_skill_action_plant_informant_range_mod_2	A master of persuasion, this one has convinced members of their target's entourage to listen carefully and relay pertinent information.	Many-eared	0	false	false	false	0.0	0		
battle_attack.png	troy_agent_envoy_skill_action_public_order_enemy_settlement_mod	As one sows crops for harvest, so the seeds of sedition can easily be planted for harvest at the appropriate moment.	Harvester of Hate	0	false	false	false	0.0	0		
battle_attack.png	troy_agent_envoy_skill_action_public_order_own_settlement_mod	"Matters here are nothing compared to the sufferings of those elsewhere; our blessings from the gods are real and can be counted."	Positive Spin	0	false	false	false	0.0	0		
skill_node_icon_generic_battle.png	troy_agent_envoy_skill_action_upkeep_armies_mod	Erudite and eloquent; warriors are inspired by their words into accepting less coin for the good of the cause.	Inspired Speaker	0	false	false	false	0.0	0		
skill_node_icon_generic_siege.png	troy_agent_envoy_skill_action_vs_settlements_chance_mod	"Find a city, find myself a city to live in. A good place to get some thinking done."	Suburbanite	0	false	false	false	0.0	0		
skill_node_icon_generic_siege.png	troy_agent_envoy_skill_action_vs_settlements_chance_mod_2	Know a state's inner workings in order to successfully operate there.	Statesman	0	false	false	false	0.0	0		
skill_node_icon_generic_siege.png	troy_agent_envoy_skill_action_vs_settlements_chance_mod_3	As their state's permanent representative, this person knows how everything works. Most of all, they know people and their myriad idiosyncracies.	Ambassador	0	false	false	false	0.0	0		
skill_node_icon_generic_campaign_speed.png	troy_agent_envoy_skill_campaign_movement_range_2	Taking along only the most basic of necessities and essential companions ensures they reach their destination more quickly.	Light Traveller	0	false	false	false	0.0	0		
skill_node_icon_generic_agent_buff.png	troy_agent_envoy_skill_critical_failure_does_not_harm	This one knows how, when, and crucially, where to point the finger of blame.	Remain Unscathed	0	false	false	false	0.0	0		
skill_node_icon_generic_ambush.png	troy_agent_envoy_skill_enemy_critical_failure_mod_2	Self-preservation should always be one's first concern, lest best-laid, long-term plans all come to nought.	Alertness	0	false	false	false	0.0	0		
skill_node_icon_generic_agent_debuff.png	troy_agent_envoy_skill_enemy_critical_failure_mod_3	Hidden daggers are to be feared far more than those openly displayed.	Concealed Blade	0	false	false	false	0.0	0		
skill_node_icon_generic_agent_debuff.png	troy_agent_envoy_skill_enemy_success_rate_mod	Hard to find, harder to kill.	Elusive	0	false	false	false	0.0	0		
skill_node_icon_generic_battle_speed.png	troy_agent_envoy_skill_fail_does_it_again	A setback is just that and nothing more. The plan is still the plan, and this one will see it through.	Pertinacious	0	false	false	false	0.0	0		
skill_node_icon_generic_gold.png	troy_agent_envoy_skill_spec_action_agianst_people_cost_mod	Whatever the issue at hand, this one instinctively knows the correct approach to take.	Tactful	0	false	false	false	0.0	0		
skill_node_icon_generic_agent_action_vs_enemy _character.png	troy_agent_envoy_skill_spec_action_agianst_people_cost_mod_2	A slight downpour won't wash away this one's sunny disposition.	Jolly	0	false	false	false	0.0	0		
skill_node_icon_generic_agent_envoy.png	troy_agent_envoy_skill_spec_action_agianst_settlements_cost_mod	Whatever it is that's required to appeal to the masses, this one has in abundance.	The Common Touch	0	false	false	false	0.0	0		
skill_node_icon_generic_siege.png	troy_agent_envoy_skill_spec_action_agianst_settlements_cost_mod_2	Honest and dependable; you can rely on them.	Trustworthy	0	false	false	false	0.0	0		
skill_node_icon_generic_agent_priest.png	troy_agent_envoy_skill_spec_action_arrest_priest_mod	This one is certain that the heavens are empty, and no one lives atop Mount Olympus.	Godless 	0	false	false	false	0.0	0		
skill_node_icon_generic_agent_priest.png	troy_agent_envoy_skill_spec_action_arrest_priest_mod_2	"I saw him, with mine own eyes. There is blood upon his hands! The gods know it too!"	Accuser	0	false	false	false	0.0	0		
skill_node_icon_generic_agent_spy.png	troy_agent_envoy_skill_spec_action_arrest_spy_mod	There's a fine line between courage and suicide. Thus far, this one hasn't crossed it.	Lion-hearted	0	false	false	false	0.0	0		
skill_node_icon_generic_agent_spy.png	troy_agent_envoy_skill_spec_action_arrest_spy_mod_2	Justice will be dispensed with a wave of the hand and an air of absolute certainty.	Lawgiver	0	false	false	false	0.0	0		
skill_node_icon_generic_swordsmen.png	troy_agent_envoy_skill_spec_action_compromised_maps_enemy_melee_attack	This one has something about them… Even when they're lying, people are convinced they speak the truth.	Believable	0	false	false	false	0.0	0		
skill_node_icon_generic_speed_debuff.png	troy_agent_envoy_skill_spec_action_compromised_maps_enemy_speed	This one knows how to frustrate, how to lead the enemy around and around in circles.	Exasperate	0	false	false	false	0.0	0		
skill_node_icon_generic_speed_debuff.png	troy_agent_envoy_skill_spec_action_compromised_maps_enemy_speed_1	"The way I explained the situation, they'll be tied up in knots for weeks trying to think their way out of it."	Daunt	0	false	false	false	0.0	0		
skill_node_icon_generic_vigour.png	troy_agent_envoy_skill_spec_action_compromised_maps_enemy_vigour	Often, the thorn in the side goes undetected for the longest time.	Tiresome	0	false	false	false	0.0	0		
skill_node_icon_generic_shield_debuff.png	troy_agent_envoy_skill_spec_action_compromised_maps_time_mod	"By Heav'n's high will compell'd from shore to shore."	Compelling	0	false	false	false	0.0	0		
skill_node_icon_generic_agent_action_vs_enemy _army.png	troy_agent_envoy_skill_spec_action_compromised_maps_time_mod_2	The ability to convince, to appear believable, is essential if what you're really trying to do is frustrate and deceive.	Credible	0	false	false	false	0.0	0		
skill_node_icon_generic_melee_damage.png	troy_agent_envoy_skill_spec_action_embedded_melee_attack_mod	This one knows what to do and also what not to do to ensure victory in battle.	Experienced Tactician	0	false	false	false	0.0	0		
skill_node_icon_generic_armour_piercing_melee.png	troy_agent_envoy_skill_spec_action_embedded_piercing_damage_mod	The right words, chosen carefully and spoken at precisely the right moment, can mark the difference between heroic, glorious victory and ignominious, crushing defeat.	Words of Encouragement	0	false	false	false	0.0	0		
skill_node_icon_generic_agent_action_vs_enemy _army.png	troy_agent_envoy_skill_spec_action_hinder_movement_mod	"Your highness, a word to the wise…"	Advisor	0	false	false	false	0.0	0		
skill_node_icon_generic_agent_action_vs_enemy _settlement.png	troy_agent_envoy_skill_spec_action_influence_enemy_mod	An outcast, riding into town alone.	Wanderlust	0	false	false	false	0.0	0		
skill_node_icon_generic_agent_debuff.png	troy_agent_envoy_skill_spec_action_influence_enemy_mod_2	Having a care for the pitfalls and dangers that may lie ahead shows more than prudence.	Careful	0	false	false	false	0.0	0		
skill_node_icon_generic_agent_action_vs_enemy _settlement.png	troy_agent_envoy_skill_spec_action_influence_enemy_mod_3	You don't want to end up on the wrong side of this one, trust me about that.	Fiery	0	false	false	false	0.0	0		
skill_node_icon_generic_agent_action_vs_own _settlement.png	troy_agent_envoy_skill_spec_action_influence_own_mod	Home is where the heart and, it would seem, the skill, is.	Homebody	0	false	false	false	0.0	0		
skill_node_icon_generic_influence.png	troy_agent_envoy_skill_spec_action_influence_own_mod_2	A successful operator, with the tendency to stay on top, and more importantly, alive.	Politician	0	false	false	false	0.0	0		
skill_node_icon_generic_influence.png	troy_agent_envoy_skill_spec_action_influence_own_mod_3	"Did I tell you about the time I caught their agent red-handed? They were red-throated very soon after, I can tell you!"	Witty	0	false	false	false	0.0	0		
skill_node_icon_generic_campaign_speed.png	troy_agent_envoy_skill_spec_action_movement_own_army_mod_2	"I'll discuss the matter with the cavalry – they'll soon come around to our way of thinking."	Liaison	0	false	false	false	0.0	0		
skill_node_icon_generic_agent_action_embed.png	troy_agent_envoy_skill_spec_action_movement_own_army_mod_3	The lamia is in the detail.	Precise	0	false	false	false	0.0	0		
skill_node_icon_generic_leadership.png	troy_agent_envoy_skill_spec_action_movement_own_army_mod_4	They call this one "Honey-tongue", and not without good reason.	Soft-worded	0	false	false	false	0.0	0		
skill_node_icon_generic_campaign_speed.png	troy_agent_envoy_skill_spec_action_movement_own_army_mod_5_morale	This one's ardour borders on the annoying, but the rank and file seem to appreciate their vigour and drive.	Overzealous	0	false	false	false	0.0	0		
skill_node_icon_generic_melee_damage.png	troy_agent_envoy_skill_spec_action_movement_own_army_mod_6_food	"I want the finest wines known to humanity – I want them here, and I want them now."	Demanding	0	false	false	false	0.0	0		
skill_node_icon_generic_agent_action_vs_enemy _army.png	troy_agent_envoy_skill_spec_action_plant_informant_mod	"Come, sit by me and tell me of your woes."	Listener	0	false	false	false	0.0	0		
skill_node_icon_generic_agent_action_vs_enemy _character.png	troy_agent_envoy_skill_spec_action_plant_informant_range_mod	At all times, keep a keen, surveillant ear to the ground. There may be gold among the chatter.	Controller	0	false	false	false	0.0	0		
skill_node_icon_generic_agent_buff.png	troy_agent_envoy_skill_spec_action_plant_informant_range_mod_3	"See how they dance? They don't even know it, but they're entirely within my power."	Puppetmaster	0	false	false	false	0.0	0		
skill_node_icon_generic_stone.png	troy_agent_envoy_skill_spec_action_plant_informant_successful_stone	Stone is a great prize, for it enables one to leave their mark on eternity. Weather permitting, of course.	Tower of Strength	0	false	false	false	0.0	0		
skill_node_icon_generic_wood.png	troy_agent_envoy_skill_spec_action_plant_informant_successful_wood	Payment may come in many forms. This time, it was much-needed wood to heat and shelter and cook.	Tower of Power	0	false	false	false	0.0	0		
skill_node_icon_generic_agent_buff.png	troy_agent_envoy_skill_spec_action_successful_influence_enemy_attrition_garrison	Harsh language, employed with precision, can be a most effective means to an end.	Sharp-tongued	0	false	false	false	0.0	0		
skill_node_icon_generic_agent_action_vs_enemy _settlement.png	troy_agent_envoy_skill_spec_action_successful_influence_enemy_attrition_garrison_gods	Nobody wants to spend any time with this unpleasant person, but innate wickedness has its uses.	Vile	0	false	false	false	0.0	0		
skill_node_icon_generic_wood.png	troy_agent_envoy_skill_spec_action_successful_own_influence_building_cost_mod	"You see? The appliance of science, my friend, the appliance of science…"	Architect	0	false	false	false	0.0	0		
skill_node_icon_generic_wood.png	troy_agent_envoy_skill_spec_action_successful_own_influence_building_time_mod	"Do not be disheartened, thy one. This is merely a setback, and a minor one at that."	Motivator	0	false	false	false	0.0	0		
skill_node_icon_generic_wood.png	troy_agent_envoy_skill_spec_action_successful_own_influence_building_time_mod_2	"Ten, for this gourd? He's offered me ten for this gourd! Ten!"	Haggler	0	false	false	false	0.0	0		
skill_node_icon_generic_recruitment.png	troy_agent_envoy_skill_spec_action_successful_own_influence_unit_cost_mod	"Trust me, the gods will see you if you join with us, and know if you do not."	Recruiter	0	false	false	false	0.0	0		
skill_node_icon_generic_recruitment.png	troy_agent_envoy_skill_spec_action_successful_own_influence_unit_cost_mod_2	Someone who knows both the cost and the price of everything is worth their weight in bronze.	Accountant	0	false	false	false	0.0	0		
skill_node_icon_generic_battle.png	troy_agent_envoy_skill_spec_action_upkeep_armies_mod_1	Kingdoms must learn to live within their means.	Austere	0	false	false	false	0.0	0		
skill_node_icon_generic_agent_envoy.png	troy_agent_envoy_skill_spec_action_upkeep_armies_mod_2	Attention to detail – dotting the thetas and crossing the phis, if you will – is a most sought after skill on campaign.	Administrator	0	false	false	false	0.0	0		
skill_node_icon_generic_agent_envoy.png	troy_agent_envoy_skill_spec_action_upkeep_armies_mod_3	"Take this down, before I forget…"	Scribe	0	false	false	false	0.0	0		
skill_node_icon_generic_gold.png	troy_agent_envoy_skill_spec_action_upkeep_armies_mod_melee_attack	Conserve your supplies and you'll be ready for anything.	Frugal	0	false	false	false	0.0	0		
skill_node_icon_generic_recruitment.png	troy_agent_envoy_skill_spec_action_upkeep_armies_mod_melee_defence	"Watch me – like this. Now you try it."	Instructor	0	false	false	false	0.0	0		
skill_node_icon_generic_campaign_speed.png	troy_agent_envoy_skill_spec_campaign_movement_range	Metaphorically speaking, having hooves is a distinct advantage when you've vast distances to travel.	Deer-footed	0	false	false	false	0.0	0		
skill_node_icon_generic_campaign_speed.png	troy_agent_envoy_skill_spec_campaign_movement_range_3	This one has the foresight to consider any and all potential outcomes, and plan for them.	Unforeseen	0	false	false	false	0.0	0		
skill_node_icon_generic_campaign_speed.png	troy_agent_envoy_skill_spec_enemy_critical_failure_mod	What cannot be found cannot be so easily killed.	Evasive	0	false	false	false	0.0	0		
skill_node_icon_generic_agent_debuff.png	troy_agent_envoy_skill_spec_enemy_success_rate_mod_2	Judgement can be learned, but this one was born sharp and astute.	Shrewd	0	false	false	false	0.0	0		
skill_node_icon_generic_wound.png	troy_agent_envoy_skill_spec_immortal	There's very little chance that this one will be crossing the Styx any time soon.	Healthy	0	false	false	false	0.0	0		
skill_node_icon_generic_wound.png	troy_agent_envoy_skill_spec_immortal_2	There's very little chance that this one will be crossing the Styx any time soon.	Healthy	0	false	false	false	0.0	0		
skill_node_icon_generic_wound.png	troy_agent_envoy_skill_spec_recovery_time	"'Tis but a scratch!"	Resilient	0	false	false	false	0.0	0		
battle_attack.png	troy_agent_gorgon_skill_actions_HIDDEN	[HIDDEN]	Gorgon Actions	0	false	false	false	0.0	0		
skill_node_icon_generic_agent_spy.png	troy_agent_horde_envoy_skill_action_arrest_spy_mod_0	It takes one to know one.	Counter-spy	0	false	false	false	0.0	0		
skill_node_icon_generic_agent_spy.png	troy_agent_horde_envoy_skill_action_arrest_spy_mod_3	Know your enemy, and think as they do.	Espial Eye	0	false	false	false	0.0	0		
skill_node_icon_generic_wood.png	troy_agent_horde_envoy_skill_action_embedded_main_building_cost_reduction	From a position of strength, the tallest buildings sprout to the highest heavens.	Mason	0	false	false	false	0.0	0		
skill_node_icon_generic_wood.png	troy_agent_horde_envoy_skill_action_embedded_religious_cost_reduction	Build high, and bold, for Olympus and for eternity.	Shrinebuilder	0	false	false	false	0.0	0		
skill_node_icon_generic_influence.png	troy_agent_horde_envoy_skill_action_influence_enemy_time_mod	People are so easily provoked if you know which strings to pull.	Inciter 	0	false	false	false	0.0	0		
skill_node_icon_generic_bronze.png	troy_agent_horde_envoy_skill_enemy_settlement_success_bronze	To the victor, the spoils of war's bloody business; in this case, bronze to fashion new arms that battle may be joined once more, its actors renewed.	Spoils of Bronze	0	false	false	false	0.0	0		
skill_node_icon_generic_gold.png	troy_agent_horde_envoy_skill_enemy_settlement_success_gold	Be the war be open or conducted in secret, spoils are spoils; yours are gold, from which a monarch's glory will echo down the centuries.	Spoils of Gold	0	false	false	false	0.0	0		
skill_node_icon_generic_melee_defence.png	troy_agent_horde_envoy_skill_melee_defence	When the one who stands alongside you has been here before, and lived to tell the tale, confidence is inpired.	Defensive Arts	0	false	false	false	0.0	0		
skill_node_icon_generic_stone.png	troy_agent_horde_priest_skill_action_embedded_military_building_cost_reduction	The construction of military works is both an art and a science, and requires understanding of both.	Military Engineer	0	false	false	false	0.0	0		
skill_node_icon_generic_athena.png	troy_agent_horde_priest_skill_action_passive_divine_protection_mod	Bearing shield and spear, Athena Promachus shall lead the anointed to glory.	In Service of Athena	0	false	false	false	0.0	0		
skill_node_icon_generic_ares.png	troy_agent_horde_priest_skill_action_passive_divine_protection_mod_1	The war-god demands the blood of his foes, so blood He shall most certainly have!	In Service of Ares	0	false	false	false	0.0	0		
skill_node_icon_generic_hera.png	troy_agent_horde_priest_skill_action_passive_divine_protection_mod_2	Mighty Zeus' queen, though fickle, vengeful and easily enraged, may also shield Her charges and their companions, even from certain death.	In Service of Hera	0	false	false	false	0.0	0		
skill_node_icon_generic_zeus.png	troy_agent_horde_priest_skill_action_passive_divine_protection_mod_3	The father of all the gods smiles upon His faithful servant, protects them and those with them from harm.	In Service of Zeus	0	false	false	false	0.0	0		
skill_node_icon_generic_poseidon.png	troy_agent_horde_priest_skill_action_passive_divine_protection_mod_5	This one will not be blown off-course and dashed against the rocks, for the storm-lord favours them and guides their hand.	In Service of Poseidon	0	false	false	false	0.0	0		
skill_node_icon_generic_favour.png	troy_agent_horde_priest_skill_action_rituals_success_rate_mod	Rituals must be performed perfectly, down to the finest detail, if the desired results are to be obtained.	Strict	0	false	false	false	0.0	0		
skill_node_icon_generic_apollo.png	troy_agent_horde_priest_skill_action_sacrifice_bad_omen_melee_attack	To those who serve Him faithfully, Apollo offers wards against ill-health, epidemics, and evil.	In Service of Apollo	0	false	false	false	0.0	0		
battle_attack.png	troy_agent_horde_priest_skill_actions_HIDDEN	[HIDDEN]	Priestess Actions (Horde)	0	false	false	false	0.0	0		
skill_node_icon_generic_agent_action_vs_own _settlement.png	troy_agent_horde_priest_skill_actions_divine_wrath_success_chance_mod_3	By the pricking of my thumbs, something wicked this way comes.	Foreshadower of Doom	0	false	false	false	0.0	0		
skill_node_icon_generic_aphrodite.png	troy_agent_horde_priest_skill_campaign_movement_range_1	Aphrodite smiles benevolently upon Her loyal servant, helping them along the way when needed.	In Service of Aphrodite	0	false	false	false	0.0	0		
skill_node_icon_generic_aphrodite.png	troy_agent_horde_priest_skill_spec_action_passive_divine_protection_aphrodite_happiness	I am love personified, in no small part to Her blessings.	Fervour for Aphrodite	0	false	false	false	0.0	0		
skill_node_icon_generic_apollo.png	troy_agent_horde_priest_skill_spec_action_passive_divine_protection_apollo_rank_priest	Worship of the Healer assures this one of peace and normality at home.	Fervour for Apollo	0	false	false	false	0.0	0		
skill_node_icon_generic_ares.png	troy_agent_horde_priest_skill_spec_action_passive_divine_protection_ares_damage	In times of peace, prepare for war, which surely comes again like the changing of the season.	Fervour for Ares	0	false	false	false	0.0	0		
skill_node_icon_generic_athena.png	troy_agent_horde_priest_skill_spec_action_passive_divine_protection_athena_cost_main_cities	Athena Pallas, protector of kingdoms, accept this offering and our prayers for your divine favour. 	Fervour for Athena	0	false	false	false	0.0	0		
skill_node_icon_generic_hera.png	troy_agent_horde_priest_skill_spec_action_passive_divine_protection_hera_food	For unions of all kinds are blessed and protected by the goddess' divine hand.	Fervour for Hera	0	false	false	false	0.0	0		
skill_node_icon_generic_agent_priest.png	troy_agent_horde_priest_skill_spec_action_passive_divine_protection_mod_4	Passive, but not passionless. Quite the opposite in fact.	Contest of Ardour	0	false	false	false	0.0	0		
skill_node_icon_generic_poseidon.png	troy_agent_horde_priest_skill_spec_action_passive_divine_protection_poseidon_naval_movement	The Lord of the Storms assures our armies of strength and our fleets of greater reach.	Fervour for Poseidon	0	false	false	false	0.0	0		
skill_node_icon_generic_zeus.png	troy_agent_horde_priest_skill_spec_action_passive_divine_protection_zeus_armour	Mighty Zeus smiles upon His faithful children, gifting His protection to those who live and die in His name.	Fervour for Zeus	0	false	false	false	0.0	0		
skill_node_icon_generic_agent_action_vs_enemy _settlement.png	troy_agent_horde_priest_skill_spec_action_rituals_enemy_favour_mod	"They'll know, they'll know that it is I that encompasses their doom!"	Doombringer	0	false	false	false	0.0	0		
skill_node_icon_generic_favour.png	troy_agent_horde_priest_skill_spec_action_rituals_own_favour_mod_cost_temples	Clearly blessed and favoured by the divine Olympians, this one's ability is clear to their people, who look to them for succour.	Spiritual Leader	0	false	false	false	0.0	0		
battle_attack.png	troy_agent_horde_satyr_skill_actions_HIDDEN	[HIDDEN]	Satyr Actions (Horde)	0	false	false	false	0.0	0		
battle_attack.png	troy_agent_horde_seer_skill_actions_HIDDEN	[HIDDEN]	Seer Actions	0	false	false	false	0.0	0		
skill_node_icon_generic_growth.png	troy_agent_horde_skill_action_embedded_horde_growth	To live by your wits, to fight, to kill your enemies, to see defeat in their eyes at the end. It is the stuff of dreams for the true warrior.	The Allure of Battle	0	false	false	false	0.0	0		
skill_node_icon_generic_growth.png	troy_agent_horde_skill_action_embedded_horde_growth_2	Winning isn't everything, for their is victory in heroic death also, but it makes up for many of war's Hadean privations.	The Allure of Victory	0	false	false	false	0.0	0		
skill_node_icon_generic_growth.png	troy_agent_horde_skill_action_embedded_horde_growth_3	The heavens are the limit for those who do not fear death.	The Allure of Glory	0	false	false	false	0.0	0		
skill_node_icon_generic_wood.png	troy_agent_horde_spy_skill_action_embedded_basic_infrastructure_cost_reduction	When the most basic needs go untended, civilisations surely wither and die.	Bread & Water	0	false	false	false	0.0	0		
skill_node_icon_generic_replenishment.png	troy_agent_horde_spy_skill_action_replenishment_rate_mod_1	In a world full of death in all its myriad forms, the ability to hold it back is worth its weight in gold.	Recruiter of Healers	0	false	false	false	0.0	0		
skill_node_icon_generic_replenishment.png	troy_agent_horde_spy_skill_action_replenishment_rate_mod_3	Knowledge of the healing herbs and roots, along with a courageous willingness to attempt surgery, marks this one out as special.	Disciple of Asclepius	0	false	false	false	0.0	0		
battle_attack.png	troy_agent_horde_spy_skill_actions_HIDDEN	[HIDDEN]	Spy Actions (Horde)	0	false	false	false	0.0	0		
skill_node_icon_generic_bronze.png	troy_agent_horde_spy_skill_enemy_public_order_success_bronze	"Did you hear that? Are you going to sit by and allow this to go on unchallenged? Well, are you?!"	Agitator	0	false	false	false	0.0	0		
skill_node_icon_generic_gold.png	troy_agent_horde_spy_skill_enemy_public_order_success_gold	How so is meaning constructed?	Demagogue	0	false	false	false	0.0	0		
skill_node_icon_generic_sight.png	troy_agent_horde_spy_skill_line_of_sight_passive	Spheres filled with water enable things that are far away to appear much closer, so they may be clearly observed.	Far-seer	0	false	false	false	0.0	0		
skill_node_icon_generic_sight.png	troy_agent_horde_spy_skill_line_of_sight_passive_2	Polished crystal discs, carefully arranged, enable men to see as the gods do.	Visionary Geometrist	0	false	false	false	0.0	0		
skill_node_icon_generic_sight.png	troy_agent_horde_spy_skill_line_of_sight_passive_3	"Things seen under a greater angle appear greater, and those under a lesser angle less, while those under equal angles appear equal."	Teleskopein	0	false	false	false	0.0	0		
skill_node_icon_generic_agent_buff.png	troy_agent_horde_spy_skill_passive_success_chance_own_agents	Whether at home or abroad, a secret network ensures the important news is always delivered, and before the critical moment.	Intelligencer	0	false	false	false	0.0	0		
skill_node_icon_generic_gold.png	troy_agent_priest_skill_action_cost_mod_1	Disciples are attracted by this one's sanctity and so assist them in their work.	Inspired Disciples	0	false	false	false	0.0	0		
skill_node_icon_generic_gold.png	troy_agent_priest_skill_action_cost_mod_1_horde	Disciples are attracted by this one's sanctity and so assist them in their work.	Inspired Disciples	0	false	false	false	0.0	0		
skill_node_icon_generic_athena.png	troy_agent_priest_skill_action_passive_divine_protection_mod	Bearing shield and spear, Athena Promachus shall lead the anointed to glory.	In Service of Athena	0	false	false	false	0.0	0		
skill_node_icon_generic_ares.png	troy_agent_priest_skill_action_passive_divine_protection_mod_1	The war-god demands the blood of his foes, so blood He shall most certainly have!	In Service of Ares	0	false	false	false	0.0	0		
skill_node_icon_generic_hera.png	troy_agent_priest_skill_action_passive_divine_protection_mod_2	Mighty Zeus' queen, though fickle, vengeful and easily enraged, may also shield Her charges and their companions, even from certain death.	In Service of Hera	0	false	false	false	0.0	0		
skill_node_icon_generic_zeus.png	troy_agent_priest_skill_action_passive_divine_protection_mod_3	The father of all the gods smiles upon His faithful servant, protects them and those with them from harm.	In Service of Zeus	0	false	false	false	0.0	0		
skill_node_icon_generic_poseidon.png	troy_agent_priest_skill_action_passive_divine_protection_mod_5	This one will not be blown off-course and dashed against the rocks, for the storm-lord favours them and guides their hand.	In Service of Poseidon	0	false	false	false	0.0	0		
skill_node_icon_generic_favour.png	troy_agent_priest_skill_action_rituals_success_rate_mod	Rituals must be performed perfectly, down to the finest detail, if the desired results are to be obtained.	Strict	0	false	false	false	0.0	0		
skill_node_icon_generic_happines.png	troy_agent_priest_skill_action_rituals_success_rate_mod_1	The prescribed methods of ritual must be closely adhered to if one is to fruitfully commune with the divine.	Devotee	0	false	false	false	0.0	0		
skill_node_icon_generic_agent_priest.png	troy_agent_priest_skill_action_rituals_success_rate_mod_2	This one spends their days in solemn study of the divine. In return, Olympus smiles benevolently and aids their rituals.	Favourite of Olympus	0	false	false	false	0.0	0		
skill_node_icon_generic_happines.png	troy_agent_priest_skill_action_rituals_success_rate_mod_3	Flawless performance of ritual ensures that not only are the gods contacted, but their favour is secured also.	Mistress of Ceremonies	0	false	false	false	0.0	0		
skill_node_icon_generic_apollo.png	troy_agent_priest_skill_action_sacrifice_bad_omen_melee_attack	To those who serve Him faithfully, Apollo offers wards against ill-health, epidemics, and evil.	In Service of Apollo	0	false	false	false	0.0	0		
skill_node_icon_generic_agent_action_embed.png	troy_agent_priest_skill_action_sacrifice_chance_good_omen_mod	"What was… is… and what will be. All of these things are as clear as a Spring morning."	Blessed Prognosticator	0	false	false	false	0.0	0		
skill_node_icon_generic_agent_action_embed.png	troy_agent_priest_skill_action_sacrifice_chance_good_omen_mod_1	"Much can be learned from the entrails of the sacrifice, if you know how to interpret them."	Hallowed Sage	0	false	false	false	0.0	0		
